Pos,No,Driver,Car,Time
1,6,Felipe MassaMAS,Ferrari,1:29.599
2,5,Michael SchumacherMSC,Ferrari,1:29.711
3,7,Ralf SchumacherRSC,Toyota,1:29.989
4,8,Jarno TrulliTRU,Toyota,1:30.039
5,1,Fernando AlonsoALO,Renault,1:30.371
6,2,Giancarlo FisichellaFIS,Renault,1:30.599
7,12,Jenson ButtonBUT,Honda,1:30.992
8,11,Rubens BarrichelloBAR,Honda,1:31.478
9,16,Nick HeidfeldHEI,Sauber BMW,1:31.513
10,10,Nico RosbergROS,Williams Cosworth,1:31.856
11,3,Kimi RäikkönenRAI,McLaren Mercedes,1:30.827
12,17,Robert KubicaKUB,Sauber BMW,1:31.094
13,4,Pedro de la RosaDLR,McLaren Mercedes,1:31.254
14,9,Mark WebberWEB,Williams Cosworth,1:31.276
15,20,Vitantonio LiuzziLIU,STR Cosworth,1:31.943
16,19,Christijan AlbersALB,MF1 Toyota,1:33.750
17,14,David CoulthardCOU,RBR Ferrari,1:32.252
18,15,Robert DoornbosDOO,RBR Ferrari,1:32.402
19,21,Scott SpeedSPE,STR Cosworth,1:32.867
20,22,Takuma SatoSAT,Super Aguri Honda,1:33.666
21,18,Tiago MonteiroMON,MF1 Toyota,1:33.709
22,23,Sakon YamamotoYAM,Super Aguri Honda,
