Pos,No,Driver,Car,Time
1,5,Michael SchumacherMSC,Ferrari,1:10.832
2,6,Felipe MassaMAS,Ferrari,1:11.435
3,2,Giancarlo FisichellaFIS,Renault,1:11.920
4,11,Rubens BarrichelloBAR,Honda,1:12.109
5,1,Fernando AlonsoALO,Renault,1:12.449
6,17,Jacques VilleneuveVIL,Sauber BMW,1:12.479
7,12,Jenson ButtonBUT,Honda,1:12.523
8,7,Ralf SchumacherRSC,Toyota,1:12.795
9,3,Kimi RäikkönenRAI,McLaren Mercedes,1:13.174
10,16,Nick HeidfeldHEI,Sauber BMW,1:15.280
11,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:12.150
12,9,Mark WebberWEB,Williams Cosworth,1:12.292
13,21,Scott SpeedSPE,STR Cosworth,1:12.792
14,19,Christijan AlbersALB,MF1 Toyota,1:12.854
15,18,Tiago MonteiroMON,MF1 Toyota,1:12.864
16,15,Christian KlienKLI,RBR Ferrari,1:12.925
17,14,David CoulthardCOU,RBR Ferrari,1:13.180
18,22,Takuma SatoSAT,Super Aguri Honda,1:13.496
19,23,Franck MontagnyMON,Super Aguri Honda,1:16.036
20,20,Vitantonio LiuzziLIU,STR Cosworth,1:14.041
21,10,Nico RosbergROS,Williams Cosworth,
