Pos,No,Driver,Car,Time
1,5,Michael SchumacherMSC,Ferrari,1:15.493
2,6,Felipe MassaMAS,Ferrari,1:15.510
3,1,Fernando AlonsoALO,Renault,1:15.785
4,8,Jarno TrulliTRU,Toyota,1:16.036
5,7,Ralf SchumacherRSC,Toyota,1:16.091
6,3,Kimi RäikkönenRAI,McLaren Mercedes,1:16.281
7,2,Giancarlo FisichellaFIS,Renault,1:16.345
8,4,Pedro de la RosaDLR,McLaren Mercedes,1:16.632
9,14,David CoulthardCOU,RBR Ferrari,1:18.663
10,9,Mark WebberWEB,Williams Cosworth,1:16.129
11,16,Nick HeidfeldHEI,Sauber BMW,1:16.294
12,15,Christian KlienKLI,RBR Ferrari,1:16.433
13,11,Rubens BarrichelloBAR,Honda,1:17.027
14,21,Scott SpeedSPE,STR Cosworth,1:17.063
15,19,Christijan AlbersALB,MF1 Toyota,1:17.105
16,17,Jacques VilleneuveVIL,Sauber BMW,1:17.304
17,12,Jenson ButtonBUT,Honda,1:17.495
18,18,Tiago MonteiroMON,MF1 Toyota,1:17.589
19,10,Nico RosbergROS,Williams Cosworth,1:18.272
20,23,Franck MontagnyMON,Super Aguri Honda,1:18.637
21,22,Takuma SatoSAT,Super Aguri Honda,1:18.845
22,20,Vitantonio LiuzziLIU,STR Cosworth,1:17.164
