Pos,No,Driver,Car,Time
1,1,Fernando AlonsoALO,Renault,1:44.360
2,2,Giancarlo FisichellaFIS,Renault,1:44.992
3,11,Rubens BarrichelloBAR,Honda,1:45.503
4,12,Jenson ButtonBUT,Honda,1:45.503
5,3,Kimi RäikkönenRAI,McLaren Mercedes,1:45.754
6,5,Michael SchumacherMSC,Ferrari,1:45.775
7,4,Pedro de la RosaDLR,McLaren Mercedes,1:45.877
8,16,Nick HeidfeldHEI,Sauber BMW,1:46.053
9,17,Robert KubicaKUB,Sauber BMW,1:46.632
10,15,Robert DoornbosDOO,RBR Ferrari,1:48.021
11,21,Scott SpeedSPE,STR Cosworth,1:45.851
12,14,David CoulthardCOU,RBR Ferrari,1:45.968
13,20,Vitantonio LiuzziLIU,STR Cosworth,1:46.172
14,9,Mark WebberWEB,Williams Cosworth,1:46.413
15,10,Nico RosbergROS,Williams Cosworth,1:47.419
16,7,Ralf SchumacherRSC,Toyota,1:48.894
17,8,Jarno TrulliTRU,Toyota,1:49.098
18,18,Tiago MonteiroMON,MF1 Toyota,1:49.903
19,23,Sakon YamamotoYAM,Super Aguri Honda,1:55.560
20,6,Felipe MassaMAS,Ferrari,1:45.970
21,22,Takuma SatoSAT,Super Aguri Honda,1:50.326
22,19,Christijan AlbersALB,MF1 Toyota,
