Pos,No,Driver,Car,Time
1,3,Kimi RäikkönenRAI,McLaren Mercedes,1:14.070
2,5,Michael SchumacherMSC,Ferrari,1:14.205
3,6,Felipe MassaMAS,Ferrari,1:14.569
4,12,Jenson ButtonBUT,Honda,1:14.862
5,2,Giancarlo FisichellaFIS,Renault,1:14.894
6,11,Rubens BarrichelloBAR,Honda,1:14.934
7,1,Fernando AlonsoALO,Renault,1:15.282
8,7,Ralf SchumacherRSC,Toyota,1:15.923
9,4,Pedro de la RosaDLR,McLaren Mercedes,1:15.936
10,14,David CoulthardCOU,RBR Ferrari,1:16.326
11,9,Mark WebberWEB,Williams Cosworth,1:15.094
12,15,Christian KlienKLI,RBR Ferrari,1:15.141
13,17,Jacques VilleneuveVIL,Sauber BMW,1:15.329
14,10,Nico RosbergROS,Williams Cosworth,1:15.380
15,16,Nick HeidfeldHEI,Sauber BMW,1:15.397
16,20,Vitantonio LiuzziLIU,STR Cosworth,1:16.399
17,22,Takuma SatoSAT,Super Aguri Honda,1:17.185
18,18,Tiago MonteiroMON,MF1 Toyota,1:17.836
19,21,Scott SpeedSPE,STR Cosworth,
20,8,Jarno TrulliTRU,Toyota,1:15.150
21,19,Christijan AlbersALB,MF1 Toyota,1:17.093
