Pos,No,Driver,Car,Time
1,1,Fernando AlonsoALO,Renault,1:14.648
2,2,Giancarlo FisichellaFIS,Renault,1:14.709
3,5,Michael SchumacherMSC,Ferrari,1:14.970
4,6,Felipe MassaMAS,Ferrari,1:15.442
5,11,Rubens BarrichelloBAR,Honda,1:15.885
6,7,Ralf SchumacherRSC,Toyota,1:15.885
7,8,Jarno TrulliTRU,Toyota,1:15.976
8,12,Jenson ButtonBUT,Honda,1:16.008
9,3,Kimi RäikkönenRAI,McLaren Mercedes,1:16.015
10,16,Nick HeidfeldHEI,Sauber BMW,1:17.144
11,9,Mark WebberWEB,Williams Cosworth,1:15.502
12,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:15.801
13,10,Nico RosbergROS,Williams Cosworth,1:15.804
14,15,Christian KlienKLI,RBR Ferrari,1:15.928
15,20,Vitantonio LiuzziLIU,STR Cosworth,1:16.661
16,21,Scott SpeedSPE,STR Cosworth,1:17.361
17,18,Tiago MonteiroMON,MF1 Toyota,1:17.702
18,19,Christijan AlbersALB,MF1 Toyota,1:18.024
19,22,Takuma SatoSAT,Super Aguri Honda,1:18.920
20,23,Franck MontagnyMON,Super Aguri Honda,1:20.763
21,14,David CoulthardCOU,RBR Ferrari,
22,17,Jacques VilleneuveVIL,Sauber BMW,1:15.847
