Pos,No,Driver,Car,Time
1,5,Michael SchumacherMSC,Ferrari,1:22.795
2,12,Jenson ButtonBUT,Honda,1:22.988
3,11,Rubens BarrichelloBAR,Honda,1:23.242
4,6,Felipe MassaMAS,Ferrari,1:23.702
5,1,Fernando AlonsoALO,Renault,1:23.709
6,7,Ralf SchumacherRSC,Toyota,1:23.772
7,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:24.021
8,3,Kimi RäikkönenRAI,McLaren Mercedes,1:24.158
9,8,Jarno TrulliTRU,Toyota,1:24.172
10,9,Mark WebberWEB,Williams Cosworth,1:24.795
11,2,Giancarlo FisichellaFIS,Renault,1:23.771
12,17,Jacques VilleneuveVIL,Sauber BMW,1:23.887
13,10,Nico RosbergROS,Williams Cosworth,1:23.966
14,14,David CoulthardCOU,RBR Ferrari,1:24.101
15,16,Nick HeidfeldHEI,Sauber BMW,1:24.129
16,20,Vitantonio LiuzziLIU,STR Cosworth,1:24.520
17,15,Christian KlienKLI,RBR Ferrari,1:25.410
18,21,Scott SpeedSPE,STR Cosworth,1:25.437
19,18,Tiago MonteiroMON,MF1 Toyota,1:26.820
20,19,Christijan AlbersALB,MF1 Toyota,1:27.088
21,22,Takuma SatoSAT,Super Aguri Honda,1:27.609
22,23,Yuji IdeIDE,Super Aguri Honda,1:29.282
