Pos,No,Driver,Car,Time
1,1,Fernando AlonsoALO,Renault,1:14.942
2,2,Giancarlo FisichellaFIS,Renault,1:15.178
3,3,Kimi RäikkönenRAI,McLaren Mercedes,1:15.386
4,8,Jarno TrulliTRU,Toyota,1:15.968
5,5,Michael SchumacherMSC,Ferrari,1:15.986
6,10,Nico RosbergROS,Williams Cosworth,1:16.012
7,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:16.228
8,12,Jenson ButtonBUT,Honda,1:16.608
9,11,Rubens BarrichelloBAR,Honda,1:16.912
10,6,Felipe MassaMAS,Ferrari,1:17.209
11,17,Jacques VilleneuveVIL,Sauber BMW,1:15.832
12,15,Christian KlienKLI,RBR Ferrari,1:15.833
13,16,Nick HeidfeldHEI,Sauber BMW,1:15.885
14,7,Ralf SchumacherRSC,Toyota,1:15.888
15,20,Vitantonio LiuzziLIU,STR Cosworth,1:16.116
16,9,Mark WebberWEB,Williams Cosworth,1:16.985
17,21,Scott SpeedSPE,STR Cosworth,1:17.016
18,18,Tiago MonteiroMON,MF1 Toyota,1:17.121
19,19,Christijan AlbersALB,MF1 Toyota,1:17.140
20,22,Takuma SatoSAT,Super Aguri Honda,1:19.088
21,23,Franck MontagnyMON,Super Aguri Honda,1:19.152
22,14,David CoulthardCOU,RBR Ferrari,1:16.301
