Pos,No,Driver,Car,Time
1,2,Giancarlo FisichellaFIS,Renault,1:33.840
2,12,Jenson ButtonBUT,Honda,1:33.986
3,10,Nico RosbergROS,Williams Cosworth,1:34.626
4,9,Mark WebberWEB,Williams Cosworth,1:34.672
5,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:34.916
6,3,Kimi RäikkönenRAI,McLaren Mercedes,1:34.983
7,1,Fernando AlonsoALO,Renault,1:35.747
8,15,Christian KlienKLI,RBR Ferrari,1:38.715
9,8,Jarno TrulliTRU,Toyota,1:34.702
10,17,Jacques VilleneuveVIL,Sauber BMW,1:34.752
11,16,Nick HeidfeldHEI,Sauber BMW,1:34.783
12,21,Scott SpeedSPE,STR Cosworth,1:36.297
13,20,Vitantonio LiuzziLIU,STR Cosworth,1:36.581
14,5,Michael SchumacherMSC,Ferrari,1:34.668
15,19,Christijan AlbersALB,MF1 Toyota,1:37.426
16,18,Tiago MonteiroMON,MF1 Toyota,1:37.819
17,22,Takuma SatoSAT,Super Aguri Honda,1:39.011
18,23,Yuji IdeIDE,Super Aguri Honda,1:40.720
19,14,David CoulthardCOU,RBR Ferrari,1:34.614
20,11,Rubens BarrichelloBAR,Honda,1:34.683
21,6,Felipe MassaMAS,Ferrari,
22,7,Ralf SchumacherRSC,Toyota,
