Pos,No,Driver,Car,Time
1,12,Jenson ButtonBUT,Honda,1:25.229
2,2,Giancarlo FisichellaFIS,Renault,1:25.635
3,1,Fernando AlonsoALO,Renault,1:25.778
4,3,Kimi RäikkönenRAI,McLaren Mercedes,1:25.822
5,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:25.976
6,7,Ralf SchumacherRSC,Toyota,1:26.612
7,9,Mark WebberWEB,Williams Cosworth,1:26.937
8,16,Nick HeidfeldHEI,Sauber BMW,1:27.579
9,8,Jarno TrulliTRU,Toyota,
10,5,Michael SchumacherMSC,Ferrari,1:26.718
11,14,David CoulthardCOU,RBR Ferrari,1:27.023
12,20,Vitantonio LiuzziLIU,STR Cosworth,1:27.219
13,15,Christian KlienKLI,RBR Ferrari,1:27.591
14,10,Nico RosbergROS,Williams Cosworth,1:29.422
15,6,Felipe MassaMAS,Ferrari,
16,11,Rubens BarrichelloBAR,Honda,1:29.943
17,19,Christijan AlbersALB,MF1 Toyota,1:30.226
18,21,Scott SpeedSPE,STR Cosworth,1:30.426
19,17,Jacques VilleneuveVIL,Sauber BMW,1:29.239
20,18,Tiago MonteiroMON,MF1 Toyota,1:30.709
21,22,Takuma SatoSAT,Super Aguri Honda,1:32.279
22,23,Yuji IdeIDE,Super Aguri Honda,1:36.164
