Pos,No,Driver,Car,Time
1,6,Felipe MassaMAS,Ferrari,1:10.680
2,3,Kimi RäikkönenRAI,McLaren Mercedes,1:11.299
3,8,Jarno TrulliTRU,Toyota,1:11.328
4,1,Fernando AlonsoALO,Renault,1:11.567
5,11,Rubens BarrichelloBAR,Honda,1:11.619
6,2,Giancarlo FisichellaFIS,Renault,1:11.629
7,7,Ralf SchumacherRSC,Toyota,1:11.695
8,16,Nick HeidfeldHEI,Sauber BMW,1:11.882
9,17,Robert KubicaKUB,Sauber BMW,1:12.131
10,5,Michael SchumacherMSC,Ferrari,
11,9,Mark WebberWEB,Williams Cosworth,1:11.650
12,4,Pedro de la RosaDLR,McLaren Mercedes,1:11.658
13,10,Nico RosbergROS,Williams Cosworth,1:11.679
14,12,Jenson ButtonBUT,Honda,1:11.742
15,20,Vitantonio LiuzziLIU,STR Cosworth,1:12.861
16,21,Scott SpeedSPE,STR Cosworth,1:12.856
17,19,Christijan AlbersALB,MF1 Toyota,1:13.138
18,14,David CoulthardCOU,RBR Ferrari,1:13.249
19,22,Takuma SatoSAT,Super Aguri Honda,1:13.269
20,23,Sakon YamamotoYAM,Super Aguri Honda,1:13.357
21,18,Tiago MonteiroMON,MF1 Toyota,
22,15,Robert DoornbosDOO,RBR Ferrari,1:12.591
