Pos,No,Driver,Car,Time
1,1,Fernando AlonsoALO,Renault,1:29.819
2,5,Michael SchumacherMSC,Ferrari,1:30.028
3,6,Felipe MassaMAS,Ferrari,1:30.407
4,11,Rubens BarrichelloBAR,Honda,1:30.754
5,3,Kimi RäikkönenRAI,McLaren Mercedes,1:30.933
6,12,Jenson ButtonBUT,Honda,1:30.940
7,8,Jarno TrulliTRU,Toyota,1:31.419
8,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:31.880
9,17,Jacques VilleneuveVIL,Sauber BMW,1:36.998
10,7,Ralf SchumacherRSC,Toyota,1:30.944
11,2,Giancarlo FisichellaFIS,Renault,1:31.197
12,14,David CoulthardCOU,RBR Ferrari,1:31.227
13,16,Nick HeidfeldHEI,Sauber BMW,1:31.422
14,20,Vitantonio LiuzziLIU,STR Cosworth,1:31.728
15,15,Christian KlienKLI,RBR Ferrari,1:32.901
16,19,Christijan AlbersALB,MF1 Toyota,1:32.936
17,21,Scott SpeedSPE,STR Cosworth,1:32.992
18,18,Tiago MonteiroMON,MF1 Toyota,1:33.658
19,9,Mark WebberWEB,Williams Cosworth,1:33.405
20,22,Takuma SatoSAT,Super Aguri Honda,1:35.239
21,23,Franck MontagnyMON,Super Aguri Honda,1:46.505
22,10,Nico RosbergROS,Williams Cosworth,1:31.194
