Pos,No,Driver,Car,Time
1,3,Kimi RäikkönenRAI,McLaren Mercedes,1:19.599
2,6,Felipe MassaMAS,Ferrari,1:19.886
3,11,Rubens BarrichelloBAR,Honda,1:20.085
4,4,Pedro de la RosaDLR,McLaren Mercedes,1:20.117
5,9,Mark WebberWEB,Williams Cosworth,1:20.266
6,7,Ralf SchumacherRSC,Toyota,1:20.759
7,2,Giancarlo FisichellaFIS,Renault,1:20.924
8,8,Jarno TrulliTRU,Toyota,1:21.132
9,17,Robert KubicaKUB,Sauber BMW,1:22.049
10,16,Nick HeidfeldHEI,Sauber BMW,1:20.623
11,5,Michael SchumacherMSC,Ferrari,1:20.875
12,14,David CoulthardCOU,RBR Ferrari,1:20.890
13,15,Christian KlienKLI,RBR Ferrari,1:21.207
14,12,Jenson ButtonBUT,Honda,1:20.092
15,1,Fernando AlonsoALO,Renault,1:21.364
16,18,Tiago MonteiroMON,MF1 Toyota,1:23.767
17,20,Vitantonio LiuzziLIU,STR Cosworth,1:22.068
18,10,Nico RosbergROS,Williams Cosworth,1:22.084
19,22,Takuma SatoSAT,Super Aguri Honda,1:22.967
20,21,Scott SpeedSPE,STR Cosworth,1:23.006
21,23,Sakon YamamotoYAM,Super Aguri Honda,1:24.016
22,19,Christijan AlbersALB,MF1 Toyota,1:23.146
