Pos,No,Driver,Car,Time
1,6,Felipe MassaMAS,Ferrari,1:26.907
2,5,Michael SchumacherMSC,Ferrari,1:27.284
3,1,Fernando AlonsoALO,Renault,1:27.321
4,2,Giancarlo FisichellaFIS,Renault,1:27.564
5,16,Nick HeidfeldHEI,Sauber BMW,1:27.785
6,12,Jenson ButtonBUT,Honda,1:27.790
7,3,Kimi RäikkönenRAI,McLaren Mercedes,1:27.866
8,17,Robert KubicaKUB,Sauber BMW,1:28.167
9,9,Mark WebberWEB,Williams Cosworth,1:29.436
10,15,Christian KlienKLI,RBR Ferrari,1:27.852
11,4,Pedro de la RosaDLR,McLaren Mercedes,1:27.897
12,8,Jarno TrulliTRU,Toyota,1:27.973
13,11,Rubens BarrichelloBAR,Honda,1:28.257
14,10,Nico RosbergROS,Williams Cosworth,1:28.386
15,7,Ralf SchumacherRSC,Toyota,1:27.569
16,14,David CoulthardCOU,RBR Ferrari,1:29.136
17,21,Scott SpeedSPE,STR Cosworth,1:29.158
18,20,Vitantonio LiuzziLIU,STR Cosworth,1:29.250
19,18,Tiago MonteiroMON,MF1 Toyota,1:29.901
20,23,Sakon YamamotoYAM,Super Aguri Honda,1:30.607
21,22,Takuma SatoSAT,Super Aguri Honda,1:30.850
22,19,Christijan AlbersALB,MF1 Toyota,1:28.639
