Pos,No,Driver,Car,Time
1,3,Kimi RäikkönenRAI,McLaren Mercedes,1:21.484
2,5,Michael SchumacherMSC,Ferrari,1:21.486
3,16,Nick HeidfeldHEI,Sauber BMW,1:21.653
4,6,Felipe MassaMAS,Ferrari,1:21.704
5,12,Jenson ButtonBUT,Honda,1:22.011
6,17,Robert KubicaKUB,Sauber BMW,1:22.258
7,4,Pedro de la RosaDLR,McLaren Mercedes,1:22.280
8,11,Rubens BarrichelloBAR,Honda,1:22.787
9,2,Giancarlo FisichellaFIS,Renault,1:23.175
10,1,Fernando AlonsoALO,Renault,1:25.688
11,8,Jarno TrulliTRU,Toyota,1:21.924
12,10,Nico RosbergROS,Williams Cosworth,1:22.203
13,7,Ralf SchumacherRSC,Toyota,1:22.280
14,14,David CoulthardCOU,RBR Ferrari,1:22.589
15,21,Scott SpeedSPE,STR Cosworth,1:23.165
16,15,Christian KlienKLI,RBR Ferrari,
17,20,Vitantonio LiuzziLIU,STR Cosworth,1:23.043
18,19,Christijan AlbersALB,MF1 Toyota,1:23.116
19,9,Mark WebberWEB,Williams Cosworth,1:23.341
20,18,Tiago MonteiroMON,MF1 Toyota,1:23.920
21,22,Takuma SatoSAT,Super Aguri Honda,1:24.289
22,23,Sakon YamamotoYAM,Super Aguri Honda,1:26.001
