Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Kimi RäikkönenRAI,McLaren Mercedes,70,1:32:09.290,10
2,1,Michael SchumacherMSC,Ferrari,70,+1.137s,8
3,2,Rubens BarrichelloBAR,Ferrari,70,+40.483s,6
4,12,Felipe MassaMAS,Sauber Petronas,70,+55.139s,5
5,7,Mark WebberWEB,Williams BMW,70,+55.779s,4
6,17,Ralf SchumacherRSC,Toyota,69,+1 lap,3
7,14,David CoulthardCOU,RBR Cosworth,69,+1 lap,2
8,15,Christian KlienKLI,RBR Cosworth,69,+1 lap,1
9,11,Jacques VilleneuveVIL,Sauber Petronas,69,+1 lap,0
10,18,Tiago MonteiroMON,Jordan Toyota,67,+3 laps,0
11,21,Christijan AlbersALB,Minardi Cosworth,67,+3 laps,0
NC,16,Jarno TrulliTRU,Toyota,62,DNF,0
NC,3,Jenson ButtonBUT,BAR Honda,46,DNF,0
NC,8,Nick HeidfeldHEI,Williams BMW,43,DNF,0
NC,4,Takuma SatoSAT,BAR Honda,40,DNF,0
NC,20,Patrick Friesacher FRI,Minardi Cosworth,39,DNF,0
NC,5,Fernando AlonsoALO,Renault,38,DNF,0
NC,6,Giancarlo FisichellaFIS,Renault,32,DNF,0
NC,19,Narain KarthikeyanKAR,Jordan Toyota,24,DNF,0
