Pos,No,Driver,Car,Laps,Time/retired,Pts
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,53,1:14:28.659,10
2,5,Fernando AlonsoALO,Renault,53,+2.479s,8
3,6,Giancarlo FisichellaFIS,Renault,53,+17.975s,6
4,9,Kimi RäikkönenRAI,McLaren Mercedes,53,+22.775s,5
5,16,Jarno TrulliTRU,Toyota,53,+33.786s,4
6,17,Ralf SchumacherRSC,Toyota,53,+43.925s,3
7,8,Antonio PizzoniaPIZ,Williams BMW,53,+44.643s,2
8,3,Jenson ButtonBUT,BAR Honda,53,+63.635s,1
9,12,Felipe MassaMAS,Sauber Petronas,53,+75.413s,0
10,1,Michael SchumacherMSC,Ferrari,53,+96.070s,0
11,11,Jacques VilleneuveVIL,Sauber Petronas,52,+1 lap,0
12,2,Rubens BarrichelloBAR,Ferrari,52,+1 lap,0
13,15,Christian KlienKLI,RBR Cosworth,52,+1 lap,0
14,7,Mark WebberWEB,Williams BMW,52,+1 lap,0
15,14,David CoulthardCOU,RBR Cosworth,52,+1 lap,0
16,4,Takuma SatoSAT,BAR Honda,52,+1 lap,0
17,18,Tiago MonteiroMON,Jordan Toyota,51,+2 laps,0
18,20,Robert DoornbosDOO,Minardi Cosworth,51,+2 laps,0
19,21,Christijan AlbersALB,Minardi Cosworth,51,+2 laps,0
20,19,Narain KarthikeyanKAR,Jordan Toyota,50,+3 laps,0
