Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,59,1:31:46.648,10
2,8,Nick HeidfeldHEI,Williams BMW,59,+16.567s,8
3,2,Rubens BarrichelloBAR,Ferrari,59,+18.549s,6
4,14,David CoulthardCOU,RBR Cosworth,59,+31.588s,5
5,1,Michael SchumacherMSC,Ferrari,59,+50.445s,4
6,6,Giancarlo FisichellaFIS,Renault,59,+51.932s,3
7,10,Juan Pablo MontoyaMOY,McLaren Mercedes,59,+58.173s,2
8,16,Jarno TrulliTRU,Toyota,59,+71.091s,1
9,15,Vitantonio LiuzziLIU,RBR Cosworth,59,+71.529s,0
10,3,Jenson ButtonBUT,BAR Honda,59,+95.786s,0
11,9,Kimi RäikkönenRAI,McLaren Mercedes,58,+1 lap,0
12,4,Takuma SatoSAT,BAR Honda,58,+1 lap,0
13,11,Jacques VilleneuveVIL,Sauber Petronas,58,+1 lap,0
14,12,Felipe MassaMAS,Sauber Petronas,58,+1 lap,0
15,18,Tiago MonteiroMON,Jordan Toyota,58,+1 lap,0
16,19,Narain KarthikeyanKAR,Jordan Toyota,58,+1 lap,0
17,21,Christijan AlbersALB,Minardi Cosworth,57,+2 laps,0
18,20,Patrick Friesacher FRI,Minardi Cosworth,56,+3 laps,0
NC,17,Ralf SchumacherRSC,Toyota,33,DNF,0
NC,7,Mark WebberWEB,Williams BMW,0,DNF,0
