Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,56,1:31:33.736,10
2,16,Jarno TrulliTRU,Toyota,56,+24.327s,8
3,8,Nick HeidfeldHEI,Williams BMW,56,+32.188s,6
4,10,Juan Pablo MontoyaMOY,McLaren Mercedes,56,+41.631s,5
5,17,Ralf SchumacherRSC,Toyota,56,+51.854s,4
6,14,David CoulthardCOU,RBR Cosworth,56,+72.543s,3
7,1,Michael SchumacherMSC,Ferrari,56,+79.988s,2
8,15,Christian KlienKLI,RBR Cosworth,56,+80.835s,1
9,9,Kimi RäikkönenRAI,McLaren Mercedes,56,+81.580s,0
10,12,Felipe MassaMAS,Sauber Petronas,55,+1 lap,0
11,19,Narain KarthikeyanKAR,Jordan Toyota,54,+2 laps,0
12,18,Tiago MonteiroMON,Jordan Toyota,53,+3 laps,0
13,21,Christijan AlbersALB,Minardi Cosworth,52,+4 laps,0
NC,2,Rubens BarrichelloBAR,Ferrari,49,DNF,0
NC,6,Giancarlo FisichellaFIS,Renault,36,DNF,0
NC,7,Mark WebberWEB,Williams BMW,36,DNF,0
NC,11,Jacques VilleneuveVIL,Sauber Petronas,26,DNF,0
NC,3,Jenson ButtonBUT,BAR Honda,2,DNF,0
NC,4,Anthony DavidsonDAV,BAR Honda,2,DNF,0
NC,20,Patrick Friesacher FRI,Minardi Cosworth,2,DNF,0
