Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Kimi RäikkönenRAI,McLaren Mercedes,58,1:24:34.454,10
2,5,Fernando AlonsoALO,Renault,58,+18.609s,8
3,10,Juan Pablo MontoyaMOY,McLaren Mercedes,58,+19.635s,6
4,6,Giancarlo FisichellaFIS,Renault,58,+37.973s,5
5,3,Jenson ButtonBUT,BAR Honda,58,+39.304s,4
6,16,Jarno TrulliTRU,Toyota,58,+55.420s,3
7,14,David CoulthardCOU,RBR Cosworth,58,+69.296s,2
8,15,Christian KlienKLI,RBR Cosworth,58,+71.622s,1
9,4,Takuma SatoSAT,BAR Honda,58,+109.987s,0
10,2,Rubens BarrichelloBAR,Ferrari,57,+1 lap,0
11,11,Jacques VilleneuveVIL,Sauber Petronas,57,+1 lap,0
12,17,Ralf SchumacherRSC,Toyota,57,+1 lap,0
13,20,Robert DoornbosDOO,Minardi Cosworth,55,+3 laps,0
14,19,Narain KarthikeyanKAR,Jordan Toyota,55,+3 laps,0
15,18,Tiago MonteiroMON,Jordan Toyota,55,+3 laps,0
NC,21,Christijan AlbersALB,Minardi Cosworth,48,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,32,DNF,0
NC,8,Nick HeidfeldHEI,Williams BMW,29,DNF,0
NC,12,Felipe MassaMAS,Sauber Petronas,28,DNF,0
NC,7,Mark WebberWEB,Williams BMW,20,DNF,0
