Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,62,1:27:41.921,10
2,1,Michael SchumacherMSC,Ferrari,62,+0.215s,8
3,10,Alexander WurzWUR,McLaren Mercedes,62,+27.554s,6
4,11,Jacques VilleneuveVIL,Sauber Petronas,62,+64.442s,5
5,16,Jarno TrulliTRU,Toyota,62,+70.258s,4
6,8,Nick HeidfeldHEI,Williams BMW,62,+71.282s,3
7,7,Mark WebberWEB,Williams BMW,62,+83.297s,2
8,15,Vitantonio LiuzziLIU,RBR Cosworth,62,+83.764s,1
9,17,Ralf SchumacherRSC,Toyota,62,+95.841s,0
10,12,Felipe MassaMAS,Sauber Petronas,61,+1 lap,0
11,14,David CoulthardCOU,RBR Cosworth,61,+1 lap,0
12,19,Narain KarthikeyanKAR,Jordan Toyota,61,+1 lap,0
13,18,Tiago MonteiroMON,Jordan Toyota,60,+2 laps,0
NC,21,Christijan AlbersALB,Minardi Cosworth,20,DNF,0
NC,2,Rubens BarrichelloBAR,Ferrari,18,DNF,0
NC,9,Kimi RäikkönenRAI,McLaren Mercedes,9,DNF,0
NC,20,Patrick Friesacher FRI,Minardi Cosworth,8,DNF,0
NC,6,Giancarlo FisichellaFIS,Renault,5,DNF,0
