Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,70,1:31:22.233,10
2,9,Kimi RäikkönenRAI,McLaren Mercedes,70,+11.805s,8
3,1,Michael SchumacherMSC,Ferrari,70,+81.914s,6
4,3,Jenson ButtonBUT,BAR Honda,69,+1 lap,5
5,16,Jarno TrulliTRU,Toyota,69,+1 lap,4
6,6,Giancarlo FisichellaFIS,Renault,69,+1 lap,3
7,17,Ralf SchumacherRSC,Toyota,69,+1 lap,2
8,11,Jacques VilleneuveVIL,Sauber Petronas,69,+1 lap,1
9,2,Rubens BarrichelloBAR,Ferrari,69,+1 lap,0
10,14,David CoulthardCOU,RBR Cosworth,69,+1 lap,0
11,4,Takuma SatoSAT,BAR Honda,69,+1 lap,0
12,7,Mark WebberWEB,Williams BMW,68,+2 laps,0
13,18,Tiago MonteiroMON,Jordan Toyota,67,+3 laps,0
14,8,Nick HeidfeldHEI,Williams BMW,66,+4 laps,0
15,19,Narain KarthikeyanKAR,Jordan Toyota,66,+4 laps,0
NC,10,Juan Pablo MontoyaMOY,McLaren Mercedes,46,DNF,0
NC,21,Christijan AlbersALB,Minardi Cosworth,37,DNF,0
NC,20,Patrick Friesacher FRI,Minardi Cosworth,33,DNF,0
NC,12,Felipe MassaMAS,Sauber Petronas,30,DNF,0
NC,15,Christian KlienKLI,RBR Cosworth,1,DNF,0
