Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,56,1:39:53.618,10
2,9,Kimi RäikkönenRAI,McLaren Mercedes,56,+4.015s,8
3,17,Ralf SchumacherRSC,Toyota,56,+25.376s,6
4,6,Giancarlo FisichellaFIS,Renault,56,+26.114s,5
5,15,Christian KlienKLI,RBR Cosworth,56,+31.839s,4
6,12,Felipe MassaMAS,Sauber Petronas,56,+36.400s,3
7,7,Mark WebberWEB,Williams BMW,56,+36.842s,2
8,3,Jenson ButtonBUT,BAR Honda,56,+41.249s,1
9,14,David CoulthardCOU,RBR Cosworth,56,+44.247s,0
10,11,Jacques VilleneuveVIL,Sauber Petronas,56,+59.977s,0
11,18,Tiago MonteiroMON,Jordan Toyota,56,+84.648s,0
12,2,Rubens BarrichelloBAR,Ferrari,56,+92.812s,0
13,8,Antonio PizzoniaPIZ,Williams BMW,55,DNF,0
14,20,Robert DoornbosDOO,Minardi Cosworth,55,+1 lap,0
15,16,Jarno TrulliTRU,Toyota,55,+1 lap,0
16,21,Christijan AlbersALB,Minardi Cosworth,51,+5 laps,0
NC,4,Takuma SatoSAT,BAR Honda,34,DNF,0
NC,19,Narain KarthikeyanKAR,Jordan Toyota,28,DNF,0
NC,10,Juan Pablo MontoyaMOY,McLaren Mercedes,24,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,22,DNF,0
