Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Kimi RäikkönenRAI,McLaren Mercedes,66,1:27:16.830,10
2,5,Fernando AlonsoALO,Renault,66,+27.652s,8
3,16,Jarno TrulliTRU,Toyota,66,+45.947s,6
4,17,Ralf SchumacherRSC,Toyota,66,+46.719s,5
5,6,Giancarlo FisichellaFIS,Renault,66,+57.936s,4
6,7,Mark WebberWEB,Williams BMW,66,+68.542s,3
7,10,Juan Pablo MontoyaMOY,McLaren Mercedes,65,+1 lap,2
8,14,David CoulthardCOU,RBR Cosworth,65,+1 lap,1
9,2,Rubens BarrichelloBAR,Ferrari,65,+1 lap,0
10,8,Nick HeidfeldHEI,Williams BMW,65,+1 lap,0
11,12,Felipe MassaMAS,Sauber Petronas,63,DNF,0
12,18,Tiago MonteiroMON,Jordan Toyota,63,+3 laps,0
13,19,Narain KarthikeyanKAR,Jordan Toyota,63,+3 laps,0
NC,11,Jacques VilleneuveVIL,Sauber Petronas,51,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,46,DNF,0
NC,21,Christijan AlbersALB,Minardi Cosworth,19,DNF,0
NC,20,Patrick Friesacher FRI,Minardi Cosworth,11,DNF,0
NC,15,Vitantonio LiuzziLIU,RBR Cosworth,9,DNF,0
