Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,57,1:29:18.531,10
2,16,Jarno TrulliTRU,Toyota,57,+13.409s,8
3,9,Kimi RäikkönenRAI,McLaren Mercedes,57,+32.063s,6
4,17,Ralf SchumacherRSC,Toyota,57,+53.272s,5
5,10,Pedro de la RosaDLR,McLaren Mercedes,57,+64.988s,4
6,7,Mark WebberWEB,Williams BMW,57,+74.701s,3
7,12,Felipe MassaMAS,Sauber Petronas,56,+1 lap,2
8,14,David CoulthardCOU,RBR Cosworth,56,+1 lap,1
9,2,Rubens BarrichelloBAR,Ferrari,56,+1 lap,0
10,18,Tiago MonteiroMON,Jordan Toyota,55,+2 laps,0
11,11,Jacques VilleneuveVIL,Sauber Petronas,54,DNF,0
12,20,Patrick Friesacher FRI,Minardi Cosworth,54,+3 laps,0
13,21,Christijan AlbersALB,Minardi Cosworth,53,+4 laps,0
NC,3,Jenson ButtonBUT,BAR Honda,46,DNF,0
NC,4,Takuma SatoSAT,BAR Honda,27,DNF,0
NC,8,Nick HeidfeldHEI,Williams BMW,25,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,12,DNF,0
NC,6,Giancarlo FisichellaFIS,Renault,4,DNF,0
NC,19,Narain KarthikeyanKAR,Jordan Toyota,2,DNF,0
NC,15,Christian KlienKLI,RBR Cosworth,0,DNF,0
