Pos,No,Driver,Car,Laps,Time/retired,Pts
1,10,Juan Pablo MontoyaMOY,McLaren Mercedes,60,1:24:29.588,10
2,5,Fernando AlonsoALO,Renault,60,+2.739s,8
3,9,Kimi RäikkönenRAI,McLaren Mercedes,60,+14.436s,6
4,6,Giancarlo FisichellaFIS,Renault,60,+17.914s,5
5,3,Jenson ButtonBUT,BAR Honda,60,+40.264s,4
6,1,Michael SchumacherMSC,Ferrari,60,+75.322s,3
7,2,Rubens BarrichelloBAR,Ferrari,60,+76.567s,2
8,17,Ralf SchumacherRSC,Toyota,60,+79.212s,1
9,16,Jarno TrulliTRU,Toyota,60,+80.851s,0
10,12,Felipe MassaMAS,Sauber Petronas,59,+1 lap,0
11,7,Mark WebberWEB,Williams BMW,59,+1 lap,0
12,8,Nick HeidfeldHEI,Williams BMW,59,+1 lap,0
13,14,David CoulthardCOU,RBR Cosworth,59,+1 lap,0
14,11,Jacques VilleneuveVIL,Sauber Petronas,59,+1 lap,0
15,15,Christian KlienKLI,RBR Cosworth,59,+1 lap,0
16,4,Takuma SatoSAT,BAR Honda,58,+2 laps,0
17,18,Tiago MonteiroMON,Jordan Toyota,58,+2 laps,0
18,21,Christijan AlbersALB,Minardi Cosworth,57,+3 laps,0
19,20,Patrick Friesacher FRI,Minardi Cosworth,56,+4 laps,0
NC,19,Narain KarthikeyanKAR,Jordan Toyota,10,DNF,0
