Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:25.049
2,2,Mark WebberWEB,Red Bull Racing Renault,1:25.454
3,8,Nico RosbergROS,Mercedes,1:25.574
4,3,Lewis HamiltonHAM,McLaren Mercedes,1:25.595
5,5,Fernando AlonsoALO,Ferrari,1:25.851
6,4,Jenson ButtonBUT,McLaren Mercedes,1:25.982
7,10,Vitaly PetrovPET,Renault,1:26.296
8,7,Michael SchumacherMSC,Mercedes,1:26.646
9,9,Nick HeidfeldHEI,Renault,1:26.659
10,6,Felipe MassaMAS,Ferrari,
11,11,Rubens BarrichelloBAR,Williams Cosworth,1:26.764
12,14,Adrian SutilSUT,Force India Mercedes,1:27.027
13,15,Paul di RestaDIR,Force India Mercedes,1:27.145
14,12,Pastor MaldonadoMAL,Williams Cosworth,1:27.236
15,17,Sergio PerezPER,Sauber Ferrari,1:27.244
16,18,Sebastien BuemiBUE,STR Ferrari,1:27.255
17,19,Jaime AlguersuariALG,STR Ferrari,1:27.572
18,20,Heikki KovalainenKOV,Lotus Renault,1:28.780
19,21,Jarno TrulliTRU,Lotus Renault,1:29.673
20,23,Vitantonio LiuzziLIU,HRT Cosworth,1:30.692
21,24,Timo GlockGLO,Virgin Cosworth,1:30.813
22,22,Narain KarthikeyanKAR,HRT Cosworth,1:31.564
23,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:30.445
24,16,Kamui KobayashiKOB,Sauber Ferrari,
