Pos,No,Driver,Car,Time
1,2,Mark WebberWEB,Red Bull Racing Renault,1:20.981
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:21.181
3,3,Lewis HamiltonHAM,McLaren Mercedes,1:21.961
4,5,Fernando AlonsoALO,Ferrari,1:21.964
5,4,Jenson ButtonBUT,McLaren Mercedes,1:21.996
6,10,Vitaly PetrovPET,Renault,1:22.471
7,8,Nico RosbergROS,Mercedes,1:22.599
8,6,Felipe MassaMAS,Ferrari,1:22.888
9,12,Pastor MaldonadoMAL,Williams Cosworth,1:22.952
10,7,Michael SchumacherMSC,Mercedes,
11,18,Sebastien BuemiBUE,STR Ferrari,1:23.231
12,17,Sergio PerezPER,Sauber Ferrari,1:23.367
13,19,Jaime AlguersuariALG,STR Ferrari,1:23.694
14,16,Kamui KobayashiKOB,Sauber Ferrari,1:23.702
15,20,Heikki KovalainenKOV,Lotus Renault,1:25.403
16,15,Paul di RestaDIR,Force India Mercedes,1:26.126
17,14,Adrian SutilSUT,Force India Mercedes,1:26.571
18,21,Jarno TrulliTRU,Lotus Renault,1:26.521
19,11,Rubens BarrichelloBAR,Williams Cosworth,1:26.910
20,24,Timo GlockGLO,Virgin Cosworth,1:27.315
21,23,Vitantonio LiuzziLIU,HRT Cosworth,1:27.809
22,22,Narain KarthikeyanKAR,HRT Cosworth,1:27.908
23,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:28.556
24,9,Nick HeidfeldHEI,Renault,
