Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:13.556
2,4,Jenson ButtonBUT,McLaren Mercedes,1:13.997
3,2,Mark WebberWEB,Red Bull Racing Renault,1:14.019
4,5,Fernando AlonsoALO,Ferrari,1:14.483
5,7,Michael SchumacherMSC,Mercedes,1:14.682
6,6,Felipe MassaMAS,Ferrari,1:14.877
7,8,Nico RosbergROS,Mercedes,1:15.766
8,12,Pastor MaldonadoMAL,Williams Cosworth,1:16.528
9,3,Lewis HamiltonHAM,McLaren Mercedes,
10,10,Vitaly PetrovPET,Renault,1:15.815
11,11,Rubens BarrichelloBAR,Williams Cosworth,1:15.826
12,16,Kamui KobayashiKOB,Sauber Ferrari,1:15.973
13,15,Paul di RestaDIR,Force India Mercedes,1:16.118
14,14,Adrian SutilSUT,Force India Mercedes,1:16.121
15,9,Nick HeidfeldHEI,Renault,1:16.214
16,18,Sebastien BuemiBUE,STR Ferrari,1:16.300
17,20,Heikki KovalainenKOV,Lotus Renault,1:17.343
18,21,Jarno TrulliTRU,Lotus Renault,1:17.381
19,19,Jaime AlguersuariALG,STR Ferrari,1:17.820
20,24,Timo GlockGLO,Virgin Cosworth,1:17.914
21,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:18.736
22,22,Narain KarthikeyanKAR,HRT Cosworth,
23,23,Vitantonio LiuzziLIU,HRT Cosworth,
