Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:36.975
2,2,Mark WebberWEB,Red Bull Racing Renault,1:37.163
3,3,Lewis HamiltonHAM,McLaren Mercedes,1:37.380
4,5,Fernando AlonsoALO,Ferrari,1:37.454
5,6,Felipe MassaMAS,Ferrari,1:37.535
6,4,Jenson ButtonBUT,McLaren Mercedes,1:37.645
7,8,Nico RosbergROS,Mercedes,1:38.231
8,7,Michael SchumacherMSC,Mercedes,1:38.240
9,9,Nick HeidfeldHEI,Renault,
10,14,Adrian SutilSUT,Force India Mercedes,
11,10,Vitaly PetrovPET,Renault,1:39.068
12,15,Paul di RestaDIR,Force India Mercedes,1:39.422
13,11,Rubens BarrichelloBAR,Williams Cosworth,1:39.489
14,16,Kamui KobayashiKOB,Sauber Ferrari,1:39.525
15,12,Pastor MaldonadoMAL,Williams Cosworth,1:39.645
16,17,Sergio PerezPER,Sauber Ferrari,1:39.657
17,18,Sebastien BuemiBUE,STR Ferrari,1:39.711
18,19,Jaime AlguersuariALG,STR Ferrari,1:40.232
19,20,Heikki KovalainenKOV,Lotus Renault,1:41.664
20,21,Jarno TrulliTRU,Lotus Renault,1:42.234
21,24,Timo GlockGLO,Virgin Cosworth,1:42.553
22,23,Vitantonio LiuzziLIU,HRT Cosworth,1:43.584
23,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:43.735
24,22,Narain KarthikeyanKAR,HRT Cosworth,1:44.363
