Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:19.815
2,3,Lewis HamiltonHAM,McLaren Mercedes,1:19.978
3,4,Jenson ButtonBUT,McLaren Mercedes,1:20.024
4,6,Felipe MassaMAS,Ferrari,1:20.350
5,5,Fernando AlonsoALO,Ferrari,1:20.365
6,2,Mark WebberWEB,Red Bull Racing Renault,1:20.474
7,8,Nico RosbergROS,Mercedes,1:21.098
8,14,Adrian SutilSUT,Force India Mercedes,1:21.445
9,7,Michael SchumacherMSC,Mercedes,1:21.907
10,17,Sergio PerezPER,Sauber Ferrari,
11,15,Paul di RestaDIR,Force India Mercedes,1:22.256
12,10,Vitaly PetrovPET,Renault,1:22.284
13,16,Kamui KobayashiKOB,Sauber Ferrari,1:22.435
14,9,Nick HeidfeldHEI,Renault,1:22.470
15,11,Rubens BarrichelloBAR,Williams Cosworth,1:22.684
16,19,Jaime AlguersuariALG,STR Ferrari,1:22.979
17,12,Pastor MaldonadoMAL,Williams Cosworth,
18,20,Heikki KovalainenKOV,Lotus Renault,1:24.362
19,21,Jarno TrulliTRU,Lotus Renault,1:24.534
20,24,Timo GlockGLO,Virgin Cosworth,1:26.294
21,23,Vitantonio LiuzziLIU,HRT Cosworth,1:26.323
22,22,Daniel RicciardoRIC,HRT Cosworth,1:26.479
23,18,Sebastien BuemiBUE,STR Ferrari,1:24.070
24,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:26.510
