Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:13.014
2,5,Fernando AlonsoALO,Ferrari,1:13.199
3,6,Felipe MassaMAS,Ferrari,1:13.217
4,2,Mark WebberWEB,Red Bull Racing Renault,1:13.429
5,3,Lewis HamiltonHAM,McLaren Mercedes,1:13.565
6,8,Nico RosbergROS,Mercedes,1:13.814
7,4,Jenson ButtonBUT,McLaren Mercedes,1:13.838
8,7,Michael SchumacherMSC,Mercedes,1:13.864
9,9,Nick HeidfeldHEI,Renault,1:14.062
10,10,Vitaly PetrovPET,Renault,1:14.085
11,15,Paul di RestaDIR,Force India Mercedes,1:14.752
12,12,Pastor MaldonadoMAL,Williams Cosworth,1:15.043
13,16,Kamui KobayashiKOB,Sauber Ferrari,1:15.285
14,14,Adrian SutilSUT,Force India Mercedes,1:15.287
15,18,Sebastien BuemiBUE,STR Ferrari,1:15.334
16,11,Rubens BarrichelloBAR,Williams Cosworth,1:15.361
17,17,Pedro de la RosaDLR,Sauber Ferrari,1:15.587
18,21,Jarno TrulliTRU,Lotus Renault,1:16.745
19,20,Heikki KovalainenKOV,Lotus Renault,1:16.786
20,23,Vitantonio LiuzziLIU,HRT Cosworth,1:18.424
21,24,Timo GlockGLO,Virgin Cosworth,1:18.537
22,22,Narain KarthikeyanKAR,HRT Cosworth,1:18.574
23,25,Jerome d'AmbrosioDAM,Virgin Cosworth,
