Pos,No,Driver,Car,Time
1,2,Mark WebberWEB,Red Bull Racing Renault,1:30.079
2,3,Lewis HamiltonHAM,McLaren Mercedes,1:30.134
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:30.216
4,5,Fernando AlonsoALO,Ferrari,1:30.442
5,6,Felipe MassaMAS,Ferrari,1:30.910
6,8,Nico RosbergROS,Mercedes,1:31.263
7,4,Jenson ButtonBUT,McLaren Mercedes,1:31.288
8,14,Adrian SutilSUT,Force India Mercedes,1:32.010
9,10,Vitaly PetrovPET,Renault,1:32.187
10,7,Michael SchumacherMSC,Mercedes,1:32.482
11,9,Nick HeidfeldHEI,Renault,1:32.215
12,15,Paul di RestaDIR,Force India Mercedes,1:32.560
13,12,Pastor MaldonadoMAL,Williams Cosworth,1:32.635
14,11,Rubens BarrichelloBAR,Williams Cosworth,1:33.043
15,17,Sergio PerezPER,Sauber Ferrari,1:33.176
16,19,Jaime AlguersuariALG,STR Ferrari,1:33.698
17,16,Kamui KobayashiKOB,Sauber Ferrari,1:33.786
18,20,Heikki KovalainenKOV,Lotus Renault,1:35.599
19,24,Timo GlockGLO,Virgin Cosworth,1:36.400
20,21,Karun ChandhokCHD,Lotus Renault,1:36.422
21,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:36.641
22,22,Daniel RicciardoRIC,HRT Cosworth,1:37.036
23,23,Vitantonio LiuzziLIU,HRT Cosworth,1:37.011
24,18,Sebastien BuemiBUE,STR Ferrari,
