Pos,No,Driver,Car,Time
1,2,Mark WebberWEB,Red Bull Racing Renault,1:30.399
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:30.431
3,5,Fernando AlonsoALO,Ferrari,1:30.516
4,6,Felipe MassaMAS,Ferrari,1:31.124
5,4,Jenson ButtonBUT,McLaren Mercedes,1:31.898
6,15,Paul di RestaDIR,Force India Mercedes,1:31.929
7,12,Pastor MaldonadoMAL,Williams Cosworth,1:31.933
8,16,Kamui KobayashiKOB,Sauber Ferrari,1:32.128
9,8,Nico RosbergROS,Mercedes,1:32.209
10,3,Lewis HamiltonHAM,McLaren Mercedes,1:32.376
11,14,Adrian SutilSUT,Force India Mercedes,1:32.617
12,17,Sergio PerezPER,Sauber Ferrari,1:32.624
13,7,Michael SchumacherMSC,Mercedes,1:32.656
14,10,Vitaly PetrovPET,Renault,1:32.734
15,11,Rubens BarrichelloBAR,Williams Cosworth,1:33.119
16,9,Nick HeidfeldHEI,Renault,1:33.805
17,20,Heikki KovalainenKOV,Lotus Renault,1:34.821
18,19,Jaime AlguersuariALG,STR Ferrari,1:35.245
19,18,Sebastien BuemiBUE,STR Ferrari,1:35.749
20,24,Timo GlockGLO,Virgin Cosworth,1:36.203
21,21,Jarno TrulliTRU,Lotus Renault,1:36.456
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:37.154
23,23,Vitantonio LiuzziLIU,HRT Cosworth,1:37.484
24,22,Daniel RicciardoRIC,HRT Cosworth,1:38.059
