Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:11.918
2,2,Mark WebberWEB,Red Bull Racing Renault,1:12.099
3,4,Jenson ButtonBUT,McLaren Mercedes,1:12.283
4,3,Lewis HamiltonHAM,McLaren Mercedes,1:12.480
5,5,Fernando AlonsoALO,Ferrari,1:12.591
6,8,Nico RosbergROS,Mercedes,1:13.050
7,6,Felipe MassaMAS,Ferrari,1:13.068
8,14,Adrian SutilSUT,Force India Mercedes,1:13.298
9,9,Bruno SennaSEN,Renault,1:13.761
10,7,Michael SchumacherMSC,Mercedes,
11,15,Paul di RestaDIR,Force India Mercedes,1:13.584
12,11,Rubens BarrichelloBAR,Williams Cosworth,1:13.801
13,19,Jaime AlguersuariALG,STR Ferrari,1:13.804
14,18,Sebastien BuemiBUE,STR Ferrari,1:13.919
15,10,Vitaly PetrovPET,Renault,1:14.053
16,16,Kamui KobayashiKOB,Sauber Ferrari,1:14.129
17,17,Sergio PerezPER,Sauber Ferrari,1:14.182
18,12,Pastor MaldonadoMAL,Williams Cosworth,1:14.625
19,20,Heikki KovalainenKOV,Lotus Renault,1:15.068
20,21,Jarno TrulliTRU,Lotus Renault,1:15.358
21,23,Vitantonio LiuzziLIU,HRT Cosworth,1:16.631
22,22,Daniel RicciardoRIC,HRT Cosworth,1:16.890
23,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:17.019
24,24,Timo GlockGLO,Virgin Cosworth,1:17.060
