Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:48.298
2,3,Lewis HamiltonHAM,McLaren Mercedes,1:48.730
3,2,Mark WebberWEB,Red Bull Racing Renault,1:49.376
4,6,Felipe MassaMAS,Ferrari,1:50.256
5,8,Nico RosbergROS,Mercedes,1:50.552
6,19,Jaime AlguersuariALG,STR Ferrari,1:50.773
7,9,Bruno SennaSEN,Renault,1:51.121
8,5,Fernando AlonsoALO,Ferrari,1:51.251
9,17,Sergio PerezPER,Sauber Ferrari,1:51.374
10,10,Vitaly PetrovPET,Renault,1:52.303
11,18,Sebastien BuemiBUE,STR Ferrari,2:04.692
12,16,Kamui KobayashiKOB,Sauber Ferrari,2:04.757
13,4,Jenson ButtonBUT,McLaren Mercedes,2:05.150
14,11,Rubens BarrichelloBAR,Williams Cosworth,2:07.349
15,14,Adrian SutilSUT,Force India Mercedes,2:07.777
16,20,Heikki KovalainenKOV,Lotus Renault,2:08.354
17,15,Paul di RestaDIR,Force India Mercedes,2:07.758
18,21,Jarno TrulliTRU,Lotus Renault,2:08.773
19,24,Timo GlockGLO,Virgin Cosworth,2:09.566
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,2:11.601
21,12,Pastor MaldonadoMAL,Williams Cosworth,2:08.106
22,23,Vitantonio LiuzziLIU,HRT Cosworth,2:11.616
23,22,Daniel RicciardoRIC,HRT Cosworth,2:13.077
24,7,Michael SchumacherMSC,Mercedes,
