Pos,No,Driver,Car,Laps,Time/retired,Pts
1,71,Alberto AscariASC,Ferrari,20,3:23:03.300,8
2,75,Juan Manuel FangioFAN,Alfa Romeo,20,+30.500s,7
3,74,Jose Froilan GonzalezGON,Ferrari,20,+279.000s,4
4,72,Luigi  VilloresiVIL,Ferrari,20,+350.200s,3
5,73,Piero  TaruffiTAR,Ferrari,20,+469.100s,2
6,91,Rudi  Fischer FIS,Ferrari,19,+1 lap,0
7,82,Robert  ManzonMAN,Simca-Gordini,19,+1 lap,0
8,84,Louis  RosierROS,Talbot-Lago,19,+1 lap,0
9,90,Pierre  LeveghLEV,Talbot-Lago,18,+2 laps,0
10,93,Jacques SwatersSWA,Talbot-Lago,18,+2 laps,0
NC,87,Yves Giraud-CabantousGIR,Talbot-Lago,17,DNF,0
11,94,Johnny ClaesCLA,Talbot-Lago,17,+3 laps,0
NC,81,Maurice  TrintignantTRI,Simca-Gordini,13,DNF,0
NC,77,Felice  BonettoBON,Alfa Romeo,12,DNF,0
NC,88,Duncan  Hamilton HAM,Talbot-Lago,12,DNF,0
NC,78,Paul  PietschPIE,Alfa Romeo,11,DNF,0
NC,83,Andre  SimonSIM,Simca-Gordini,11,DNF,0
NC,76,Nino FarinaFAR,Alfa Romeo,8,DNF,0
NC,86,Philippe  EtancelinETA,Talbot-Lago,4,DNF,0
NC,92,Toni  BrancaBRA,Maserati,3,DNF,0
NC,85,Louis  ChironCHI,Talbot-Lago,3,DNF,0
NC,79,Toulo de GraffenriedDEG,Maserati,2,DNF,0
