Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,33,Max VerstappenVER,Red Bull Racing Honda,48,19:57:19,1:32.014,211.741
2,3,Daniel RicciardoRIC,Renault,38,19:42:21,1:32.827,209.887
3,44,Lewis HamiltonHAM,Mercedes,38,19:41:19,1:32.864,209.803
4,77,Valtteri BottasBOT,Mercedes,28,19:26:15,1:33.352,208.706
5,55,Carlos SainzSAI,McLaren Renault,46,19:54:47,1:33.411,208.575
6,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,43,19:51:04,1:33.573,208.213
7,4,Lando NorrisNOR,McLaren Renault,53,20:05:37,1:33.588,208.180
8,16,Charles LeclercLEC,Ferrari,44,19:52:06,1:33.625,208.098
9,11,Sergio PerezPER,Racing Point BWT Mercedes,40,19:44:54,1:33.629,208.089
10,23,Alexander AlbonALB,Red Bull Racing Honda,41,19:46:31,1:33.684,207.967
11,5,Sebastian VettelVET,Ferrari,41,19:47:45,1:33.861,207.575
12,26,Daniil KvyatKVY,AlphaTauri Honda,35,19:37:59,1:34.141,206.957
13,31,Esteban OconOCO,Renault,37,19:40:47,1:34.354,206.490
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,22,19:16:48,1:34.536,206.092
15,6,Nicholas LatifiLAT,Williams Mercedes,39,19:44:36,1:34.591,205.973
16,10,Pierre GaslyGAS,AlphaTauri Honda,48,19:57:53,1:34.817,205.482
17,63,George RussellRUS,Williams Mercedes,47,19:57:17,1:35.042,204.995
18,20,Kevin MagnussenMAG,Haas Ferrari,29,19:28:21,1:35.241,204.567
