Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Rubens BarrichelloBAR,Ferrari,53,1:16:19.982,10
2,1,Michael SchumacherMSC,Ferrari,53,+0.255s,6
3,16,Eddie IrvineIRV,Jaguar Cosworth,53,+52.579s,4
4,14,Jarno TrulliTRU,Renault,53,+58.219s,3
5,15,Jenson ButtonBUT,Renault,53,+67.770s,2
6,12,Olivier PanisPAN,BAR Honda,53,+68.491s,1
7,3,David CoulthardCOU,McLaren Mercedes,53,+69.047s,0
8,9,Giancarlo FisichellaFIS,Jordan Honda,53,+70.891s,0
9,11,Jacques VilleneuveVIL,BAR Honda,53,+81.068s,0
10,7,Nick HeidfeldHEI,Sauber Petronas,53,+82.046s,0
11,24,Mika SaloSAL,Toyota,52,+1 lap,0
12,10,Takuma SatoSAT,Jordan Honda,52,+1 lap,0
13,22,Alex YoongYOO,Minardi Asiatech,47,+6 laps,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,33,DNF,0
NC,4,Kimi RäikkönenRAI,McLaren Mercedes,29,DNF,0
NC,23,Mark WebberWEB,Minardi Asiatech,20,DNF,0
NC,8,Felipe MassaMAS,Sauber Petronas,16,DNF,0
NC,17,Pedro de la RosaDLR,Jaguar Cosworth,15,DNF,0
NC,25,Allan McNishMCN,Toyota,13,DNF,0
NC,5,Ralf SchumacherRSC,Williams BMW,4,DNF,0
