Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Rubens BarrichelloBAR,Ferrari,77,1:41:49.001,10
2,1,Michael SchumacherMSC,Ferrari,77,+0.434s,6
3,5,Ralf SchumacherRSC,Williams BMW,77,+13.355s,4
4,4,Kimi RäikkönenRAI,McLaren Mercedes,77,+29.479s,3
5,3,David CoulthardCOU,McLaren Mercedes,77,+37.800s,2
6,9,Giancarlo FisichellaFIS,Jordan Honda,77,+68.804s,1
7,8,Felipe MassaMAS,Sauber Petronas,77,+73.612s,0
8,14,Jarno TrulliTRU,Renault,76,+1 lap,0
9,7,Nick HeidfeldHEI,Sauber Petronas,76,+1 lap,0
10,10,Takuma SatoSAT,Jordan Honda,76,+1 lap,0
11,6,Juan Pablo MontoyaMOY,Williams BMW,76,+1 lap,0
12,12,Olivier PanisPAN,BAR Honda,76,+1 lap,0
13,17,Pedro de la RosaDLR,Jaguar Cosworth,75,+2 laps,0
14,25,Allan McNishMCN,Toyota,75,+2 laps,0
15,24,Mika SaloSAL,Toyota,75,+2 laps,0
16,23,Mark WebberWEB,Minardi Asiatech,75,+2 laps,0
NC,22,Anthony DavidsonDAV,Minardi Asiatech,58,DNF,0
NC,15,Jenson ButtonBUT,Renault,30,DNF,0
NC,16,Eddie IrvineIRV,Jaguar Cosworth,23,DNF,0
NC,11,Jacques VilleneuveVIL,BAR Honda,20,DNF,0
