Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,62,1:29:10.789,10
2,2,Rubens BarrichelloBAR,Ferrari,62,+17.907s,6
3,5,Ralf SchumacherRSC,Williams BMW,62,+19.755s,4
4,6,Juan Pablo MontoyaMOY,Williams BMW,62,+44.725s,3
5,15,Jenson ButtonBUT,Renault,62,+83.395s,2
6,3,David CoulthardCOU,McLaren Mercedes,61,+1 lap,1
7,11,Jacques VilleneuveVIL,BAR Honda,61,+1 lap,0
8,8,Felipe MassaMAS,Sauber Petronas,61,+1 lap,0
9,14,Jarno TrulliTRU,Renault,61,+1 lap,0
10,7,Nick HeidfeldHEI,Sauber Petronas,61,+1 lap,0
11,23,Mark WebberWEB,Minardi Asiatech,60,+2 laps,0
NC,21,Enrique BernoldiBER,Arrows Cosworth,50,DNF,0
NC,16,Eddie IrvineIRV,Jaguar Cosworth,45,DNF,0
NC,4,Kimi RäikkönenRAI,McLaren Mercedes,44,DNF,0
NC,12,Olivier PanisPAN,BAR Honda,44,DNF,0
NC,17,Pedro de la RosaDLR,Jaguar Cosworth,30,DNF,0
NC,24,Mika SaloSAL,Toyota,26,DNF,0
NC,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,25,DNF,0
NC,9,Giancarlo FisichellaFIS,Jordan Honda,19,DNF,0
NC,10,Takuma SatoSAT,Jordan Honda,5,DNF,0
NC,25,Allan McNishMCN,Toyota,0,DNF,0
