Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,70,1:33:36.111,10
2,3,David CoulthardCOU,McLaren Mercedes,70,+1.132s,6
3,2,Rubens BarrichelloBAR,Ferrari,70,+7.082s,4
4,4,Kimi RäikkönenRAI,McLaren Mercedes,70,+37.563s,3
5,9,Giancarlo FisichellaFIS,Jordan Honda,70,+42.812s,2
6,14,Jarno TrulliTRU,Renault,70,+48.947s,1
7,5,Ralf SchumacherRSC,Williams BMW,70,+51.518s,0
8,12,Olivier PanisPAN,BAR Honda,69,+1 lap,0
9,8,Felipe MassaMAS,Sauber Petronas,69,+1 lap,0
10,10,Takuma SatoSAT,Jordan Honda,69,+1 lap,0
11,23,Mark WebberWEB,Minardi Asiatech,69,+1 lap,0
12,7,Nick HeidfeldHEI,Sauber Petronas,69,+1 lap,0
13,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,69,+1 lap,0
14,22,Alex YoongYOO,Minardi Asiatech,68,+2 laps,0
15,15,Jenson ButtonBUT,Renault,65,DNF,0
NC,6,Juan Pablo MontoyaMOY,Williams BMW,56,DNF,0
NC,25,Allan McNishMCN,Toyota,45,DNF,0
NC,16,Eddie IrvineIRV,Jaguar Cosworth,41,DNF,0
NC,24,Mika SaloSAL,Toyota,41,DNF,0
NC,17,Pedro de la RosaDLR,Jaguar Cosworth,29,DNF,0
NC,21,Enrique BernoldiBER,Arrows Cosworth,16,DNF,0
NC,11,Jacques VilleneuveVIL,BAR Honda,8,DNF,0
