Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Rubens BarrichelloBAR,Ferrari,73,1:31:07.934,10
2,1,Michael SchumacherMSC,Ferrari,73,+0.011s,6
3,3,David CoulthardCOU,McLaren Mercedes,73,+7.799s,4
4,6,Juan Pablo MontoyaMOY,Williams BMW,73,+9.911s,3
5,14,Jarno TrulliTRU,Renault,73,+56.847s,2
6,11,Jacques VilleneuveVIL,BAR Honda,73,+58.211s,1
7,9,Giancarlo FisichellaFIS,Jordan Honda,72,+1 lap,0
8,15,Jenson ButtonBUT,Renault,72,+1 lap,0
9,7,Nick HeidfeldHEI,Sauber Petronas,72,+1 lap,0
10,16,Eddie IrvineIRV,Jaguar Cosworth,72,+1 lap,0
11,10,Takuma SatoSAT,Jordan Honda,72,+1 lap,0
12,12,Olivier PanisPAN,BAR Honda,72,+1 lap,0
13,8,Heinz-Harald FrentzenFRE,Sauber Petronas,71,+2 laps,0
14,24,Mika SaloSAL,Toyota,71,+2 laps,0
15,25,Allan McNishMCN,Toyota,71,+2 laps,0
16,5,Ralf SchumacherRSC,Williams BMW,71,+2 laps,0
NC,4,Kimi RäikkönenRAI,McLaren Mercedes,50,DNF,0
NC,22,Alex YoongYOO,Minardi Asiatech,46,DNF,0
NC,23,Mark WebberWEB,Minardi Asiatech,38,DNF,0
NC,17,Pedro de la RosaDLR,Jaguar Cosworth,27,DNF,0
