Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,60,1:31:45.015,10
2,2,Rubens BarrichelloBAR,Ferrari,60,+14.578s,6
3,6,Juan Pablo MontoyaMOY,Williams BMW,60,+31.661s,4
4,11,Jacques VilleneuveVIL,BAR Honda,59,+1 lap,3
5,12,Olivier PanisPAN,BAR Honda,59,+1 lap,2
6,7,Nick HeidfeldHEI,Sauber Petronas,59,+1 lap,1
7,9,Giancarlo FisichellaFIS,Jordan Honda,59,+1 lap,0
8,5,Ralf SchumacherRSC,Williams BMW,59,+1 lap,0
9,8,Felipe MassaMAS,Sauber Petronas,59,+1 lap,0
10,3,David CoulthardCOU,McLaren Mercedes,58,+2 laps,0
11,17,Pedro de la RosaDLR,Jaguar Cosworth,58,+2 laps,0
12,15,Jenson ButtonBUT,Renault,54,DNF,0
NC,10,Takuma SatoSAT,Jordan Honda,50,DNF,0
NC,4,Kimi RäikkönenRAI,McLaren Mercedes,44,DNF,0
NC,14,Jarno TrulliTRU,Renault,29,DNF,0
NC,21,Enrique BernoldiBER,Arrows Cosworth,28,DNF,0
NC,16,Eddie IrvineIRV,Jaguar Cosworth,23,DNF,0
NC,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,20,DNF,0
NC,24,Mika SaloSAL,Toyota,15,DNF,0
NC,23,Mark WebberWEB,Minardi Asiatech,9,DNF,0
NC,25,Allan McNishMCN,Toyota,0,DNF,0
