Pos,No,Driver,Car,Time
1,0,Damon HillHIL,Williams Renault,1:16.282
2,2,Nigel MansellMAN,Williams Renault,1:16.359
3,5,Michael SchumacherMSC,Benetton Ford,1:16.707
4,27,Jean AlesiALE,Ferrari,1:16.954
5,28,Gerhard BergerBER,Ferrari,1:16.959
6,15,Eddie IrvineIRV,Jordan Hart,1:17.441
7,14,Rubens BarrichelloBAR,Jordan Hart,1:17.482
8,6,Jos VerstappenVER,Benetton Ford,1:17.645
9,7,Mika HakkinenHAK,McLaren Peugeot,1:17.768
10,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:17.830
11,29,Andrea de CesarisDEC,Sauber Mercedes,1:17.866
12,8,Martin BrundleBRU,McLaren Peugeot,1:18.031
13,26,Olivier PanisPAN,Ligier Renault,1:18.044
14,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:18.192
15,25,Eric BernardBER,Ligier Renault,1:18.236
16,23,Pierluigi MartiniMAR,Minardi Ford,1:18.248
17,4,Mark BlundellBLU,Tyrrell Yamaha,1:18.381
18,9,Christian FittipaldiFIT,Footwork Ford,1:18.568
19,12,Johnny HerbertHER,Lotus Mugen Honda,1:18.715
20,20,Erik ComasCOM,Larrousse Ford,1:18.811
21,24,Michele AlboretoALB,Minardi Ford,1:18.890
22,10,Gianni MorbidelliMOR,Footwork Ford,1:18.936
23,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:19.066
24,31,David BrabhamBRA,Simtek Ford,1:19.771
25,19,Olivier BerettaBER,Larrousse Ford,1:19.863
26,32,Jean-Marc GounonGOU,Simtek Ford,1:21.829
