Pos,No,Driver,Car,Time
1,28,Gerhard BergerBER,Ferrari,1:20.608
2,0,Damon HillHIL,Williams Renault,1:20.766
3,2,David CoulthardCOU,Williams Renault,1:21.033
4,7,Mika HakkinenHAK,McLaren Peugeot,1:21.251
5,27,Jean AlesiALE,Ferrari,1:21.517
6,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:21.590
7,8,Martin BrundleBRU,McLaren Peugeot,1:21.656
8,14,Rubens BarrichelloBAR,Jordan Hart,1:21.796
9,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:21.921
10,6,Jos VerstappenVER,Benetton Ford,1:22.000
11,9,Christian FittipaldiFIT,Footwork Ford,1:22.132
12,4,Mark BlundellBLU,Tyrrell Yamaha,1:22.288
13,15,Eddie IrvineIRV,Jordan Hart,1:22.294
14,5,Jyrki JarvilehtoJAR,Benetton Ford,1:22.369
15,26,Olivier PanisPAN,Ligier Renault,1:22.672
16,10,Gianni MorbidelliMOR,Footwork Ford,1:22.756
17,29,Andrea de CesarisDEC,Sauber Mercedes,1:22.885
18,23,Pierluigi MartiniMAR,Minardi Ford,1:23.243
19,24,Michele AlboretoALB,Minardi Ford,1:23.364
20,12,Johnny HerbertHER,Lotus Mugen Honda,1:23.408
21,25,Eric BernardBER,Ligier Renault,1:23.699
22,20,Erik ComasCOM,Larrousse Ford,1:24.192
23,19,Yannick DalmasDAL,Larrousse Ford,1:24.438
24,31,David BrabhamBRA,Simtek Ford,1:24.514
25,11,Philippe AdamsADA,Lotus Mugen Honda,1:25.313
26,32,Jean-Marc GounonGOU,Simtek Ford,1:25.649
