Pos,No,Driver,Car,Time
1,5,Michael SchumacherMSC,Benetton Ford,1:21.908
2,0,Damon HillHIL,Williams Renault,1:22.559
3,7,Mika HakkinenHAK,McLaren Peugeot,1:22.660
4,6,Jyrki JarvilehtoJAR,Benetton Ford,1:22.983
5,14,Rubens BarrichelloBAR,Jordan Hart,1:23.594
6,27,Jean AlesiALE,Ferrari,1:23.700
7,28,Gerhard BergerBER,Ferrari,1:23.715
8,8,Martin BrundleBRU,McLaren Peugeot,1:23.763
9,2,David CoulthardCOU,Williams Renault,1:23.782
10,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:23.969
11,4,Mark BlundellBLU,Tyrrell Yamaha,1:23.981
12,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:24.254
13,15,Eddie IrvineIRV,Jordan Hart,1:24.930
14,24,Michele AlboretoALB,Minardi Ford,1:24.996
15,10,Gianni MorbidelliMOR,Footwork Ford,1:25.018
16,20,Erik ComasCOM,Larrousse Ford,1:25.050
17,19,Olivier BerettaBER,Larrousse Ford,1:25.161
18,23,Pierluigi MartiniMAR,Minardi Ford,1:25.247
19,26,Olivier PanisPAN,Ligier Renault,1:25.577
20,25,Eric BernardBER,Ligier Renault,1:25.766
21,9,Christian FittipaldiFIT,Footwork Ford,1:26.084
22,12,Johnny HerbertHER,Lotus Mugen Honda,1:26.397
23,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:27.685
24,31,David BrabhamBRA,Simtek Ford,1:28.151
25,34,Bertrand GachotGAC,Pacific Ilmor,1:28.873
26,33,Paul BelmondoBEL,Pacific Ilmor,1:30.657
