Pos,No,Driver,Car,Time
1,2,Ayrton SennaSEN,Williams Renault,1:21.548
2,5,Michael SchumacherMSC,Benetton Ford,1:21.885
3,28,Gerhard BergerBER,Ferrari,1:22.113
4,0,Damon HillHIL,Williams Renault,1:22.168
5,6,Jyrki JarvilehtoJAR,Benetton Ford,1:22.717
6,27,Nicola LariniLAR,Ferrari,1:22.841
7,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:23.119
8,7,Mika HakkinenHAK,McLaren Peugeot,1:23.140
9,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:23.322
10,29,Karl WendlingerWEN,Sauber Mercedes,1:23.347
11,10,Gianni MorbidelliMOR,Footwork Ford,1:23.663
12,4,Mark BlundellBLU,Tyrrell Yamaha,1:23.703
13,8,Martin BrundleBRU,McLaren Peugeot,1:23.858
14,23,Pierluigi MartiniMAR,Minardi Ford,1:24.078
15,24,Michele AlboretoALB,Minardi Ford,1:24.276
16,9,Christian FittipaldiFIT,Footwork Ford,1:24.472
17,25,Eric BernardBER,Ligier Renault,1:24.678
18,20,Erik ComasCOM,Larrousse Ford,1:24.852
19,26,Olivier PanisPAN,Ligier Renault,1:24.996
20,12,Johnny HerbertHER,Lotus Mugen Honda,1:25.114
21,15,Andrea de CesarisDEC,Jordan Hart,1:25.234
22,11,Pedro LamyLAM,Lotus Mugen Honda,1:25.295
23,19,Olivier BerettaBER,Larrousse Ford,1:25.991
24,31,David BrabhamBRA,Simtek Ford,1:26.817
25,34,Bertrand GachotGAC,Pacific Ilmor,1:27.143
