Pos,No,Driver,Car,Time
1,2,Ayrton SennaSEN,Williams Renault,1:15.962
2,5,Michael SchumacherMSC,Benetton Ford,1:16.290
3,27,Jean AlesiALE,Ferrari,1:17.385
4,0,Damon HillHIL,Williams Renault,1:17.554
5,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:17.806
6,10,Gianni MorbidelliMOR,Footwork Ford,1:17.866
7,29,Karl WendlingerWEN,Sauber Mercedes,1:17.927
8,7,Mika HakkinenHAK,McLaren Peugeot,1:18.122
9,6,Jos VerstappenVER,Benetton Ford,1:18.183
10,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:18.194
11,9,Christian FittipaldiFIT,Footwork Ford,1:18.204
12,4,Mark BlundellBLU,Tyrrell Yamaha,1:18.246
13,20,Erik ComasCOM,Larrousse Ford,1:18.321
14,14,Rubens BarrichelloBAR,Jordan Hart,1:18.414
15,23,Pierluigi MartiniMAR,Minardi Ford,1:18.659
16,15,Eddie IrvineIRV,Jordan Hart,1:18.751
17,28,Gerhard BergerBER,Ferrari,1:18.855
18,8,Martin BrundleBRU,McLaren Peugeot,1:18.864
19,26,Olivier PanisPAN,Ligier Renault,1:19.304
20,25,Eric BernardBER,Ligier Renault,1:19.396
21,12,Johnny HerbertHER,Lotus Mugen Honda,1:19.483
22,24,Michele AlboretoALB,Minardi Ford,1:19.517
23,19,Olivier BerettaBER,Larrousse Ford,1:19.524
24,11,Pedro LamyLAM,Lotus Mugen Honda,1:19.975
25,34,Bertrand GachotGAC,Pacific Ilmor,1:20.729
26,31,David BrabhamBRA,Simtek Ford,1:21.186
