Pos,No,Driver,Car,Time
1,2,Nigel MansellMAN,Williams Renault,1:16.179
2,5,Michael SchumacherMSC,Benetton Ford,1:16.197
3,0,Damon HillHIL,Williams Renault,1:16.830
4,7,Mika HakkinenHAK,McLaren Peugeot,1:16.992
5,14,Rubens BarrichelloBAR,Jordan Hart,1:17.537
6,15,Eddie IrvineIRV,Jordan Hart,1:17.667
7,6,Johnny HerbertHER,Benetton Ford,1:17.727
8,27,Jean AlesiALE,Ferrari,1:17.801
9,8,Martin BrundleBRU,McLaren Peugeot,1:17.950
10,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:17.962
11,28,Gerhard BergerBER,Ferrari,1:18.070
12,26,Olivier PanisPAN,Ligier Renault,1:18.072
13,4,Mark BlundellBLU,Tyrrell Yamaha,1:18.237
14,12,Alessandro ZanardiZAN,Lotus Mugen Honda,1:18.331
15,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:18.411
16,24,Michele AlboretoALB,Minardi Ford,1:18.755
17,29,Jyrki JarvilehtoJAR,Sauber Mercedes,1:18.806
18,23,Pierluigi MartiniMAR,Minardi Ford,1:18.957
19,9,Christian FittipaldiFIT,Footwork Ford,1:19.061
20,25,Franck LagorceLAG,Ligier Renault,1:19.153
21,10,Gianni MorbidelliMOR,Footwork Ford,1:19.610
22,11,Mika SaloSAL,Lotus Mugen Honda,1:19.844
23,19,Hideki NodaNOD,Larrousse Ford,1:20.145
24,31,David BrabhamBRA,Simtek Ford,1:20.442
25,20,Jean-Denis DeletrazDEL,Larrousse Ford,1:22.422
26,32,Domenico SchiattarellaSCH,Simtek Ford,1:22.529
