Pos,No,Driver,Car,Time
1,5,Michael SchumacherMSC,Benetton Ford,1:26.178
2,27,Jean AlesiALE,Ferrari,1:26.277
3,28,Gerhard BergerBER,Ferrari,1:27.059
4,0,Damon HillHIL,Williams Renault,1:27.094
5,2,David CoulthardCOU,Williams Renault,1:27.211
6,14,Rubens BarrichelloBAR,Jordan Hart,1:27.554
7,7,Mika HakkinenHAK,McLaren Peugeot,1:27.616
8,15,Eddie IrvineIRV,Jordan Hart,1:27.780
9,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:27.827
10,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:27.977
11,10,Gianni MorbidelliMOR,Footwork Ford,1:27.989
12,8,Martin BrundleBRU,McLaren Peugeot,1:28.197
13,4,Mark BlundellBLU,Tyrrell Yamaha,1:28.579
14,29,Andrea de CesarisDEC,Sauber Mercedes,1:28.694
15,23,Pierluigi MartiniMAR,Minardi Ford,1:28.847
16,9,Christian FittipaldiFIT,Footwork Ford,1:28.882
17,12,Johnny HerbertHER,Lotus Mugen Honda,1:28.889
18,24,Michele AlboretoALB,Minardi Ford,1:28.903
19,26,Olivier PanisPAN,Ligier Renault,1:28.950
20,6,Jyrki JarvilehtoJAR,Benetton Ford,1:28.993
21,20,Erik ComasCOM,Larrousse Ford,1:29.039
22,19,Olivier BerettaBER,Larrousse Ford,1:29.403
23,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:30.160
24,25,Eric BernardBER,Ligier Renault,1:30.493
25,31,David BrabhamBRA,Simtek Ford,1:31.632
26,34,Bertrand GachotGAC,Pacific Ilmor,1:32.838
