Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,75,1:41:47.060,9
2,6,Ronnie PetersonPET,Lotus Ford,75,+19.560s,6
3,26,Jacques LaffiteLAF,Ligier Matra,75,+37.240s,4
4,20,Jody ScheckterSCH,Wolf Ford,75,+60.060s,3
5,2,John WatsonWAT,Brabham Alfa Romeo,75,+65.930s,2
6,7,James HuntHUN,McLaren Ford,74,+1 lap,1
7,19,Vittorio BrambillaBRA,Surtees Ford,74,+1 lap,0
8,27,Alan  JonesJON,Williams Ford,74,+1 lap,0
9,9,Jochen MassMAS,ATS Ford,74,+1 lap,0
10,12,Gilles VilleneuveVIL,Ferrari,74,+1 lap,0
11,18,Rupert KeeganKEE,Surtees Ford,73,+2 laps,0
12,3,Didier PironiPIR,Tyrrell Ford,71,+4 laps,0
13,15,Jean-Pierre JabouilleJAB,Renault,71,+4 laps,0
14,36,Rolf StommelenSTO,Arrows Ford,71,+4 laps,0
15,17,Clay RegazzoniREG,Shadow Ford,67,DNF,0
NC,22,Jacky IckxICK,Ensign Ford,64,DNF,0
NC,14,Emerson FittipaldiFIT,Fittipaldi Ford,62,DNF,0
NC,11,Carlos ReutemannREU,Ferrari,57,DNF,0
NC,1,Niki LaudaLAU,Brabham Alfa Romeo,56,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,51,DNF,0
NC,16,Hans-Joachim StuckSTU,Shadow Ford,45,DNF,0
NC,25,Hector RebaqueREB,Lotus Ford,21,DNF,0
NC,35,Riccardo PatresePAT,Arrows Ford,21,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,16,DNF,0
