Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,45,1:28:00.900,9
2,20,Jody ScheckterSCH,Wolf Ford,45,+15.350s,6
3,26,Jacques LaffiteLAF,Ligier Matra,45,+28.010s,4
4,14,Emerson FittipaldiFIT,Fittipaldi Ford,45,+36.880s,3
5,3,Didier PironiPIR,Tyrrell Ford,45,+57.260s,2
6,25,Hector RebaqueREB,Lotus Ford,45,+97.860s,1
7,2,John WatsonWAT,Brabham Alfa Romeo,45,+99.530s,0
8,12,Gilles VilleneuveVIL,Ferrari,45,+116.870s,0
9,35,Riccardo PatresePAT,Arrows Ford,44,+1 lap,0
10,32,Keke RosbergROS,Wolf Ford,42,+3 laps,0
DQ,36,Rolf StommelenSTO,Arrows Ford,42,DSQ,0
11,23,Harald ErtlERT,Ensign Ford,41,DNF,0
NC,6,Ronnie PetersonPET,Lotus Ford,36,DNF,0
DQ,7,James HuntHUN,McLaren Ford,34,DSQ,0
NC,27,Alan  JonesJON,Williams Ford,31,DNF,0
NC,22,Nelson PiquetPIQ,Ensign Ford,31,DNF,0
NC,19,Vittorio BrambillaBRA,Surtees Ford,24,DNF,0
NC,8,Patrick TambayTAM,McLaren Ford,16,DNF,0
NC,11,Carlos ReutemannREU,Ferrari,14,DNF,0
NC,1,Niki LaudaLAU,Brabham Alfa Romeo,11,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,5,DNF,0
NC,16,Hans-Joachim StuckSTU,Shadow Ford,1,DNF,0
NC,9,Jochen MassMAS,ATS Ford,1,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,0,DNF,0
