Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,54,1:38:51.920,9
2,6,Ronnie PetersonPET,Lotus Ford,54,+2.930s,6
3,7,James HuntHUN,McLaren Ford,54,+19.800s,4
4,2,John WatsonWAT,Brabham Alfa Romeo,54,+36.880s,3
5,27,Alan  JonesJON,Williams Ford,54,+41.810s,2
6,20,Jody ScheckterSCH,Wolf Ford,54,+54.530s,1
7,26,Jacques LaffiteLAF,Ligier Matra,54,+54.740s,0
8,35,Riccardo PatresePAT,Arrows Ford,54,+84.880s,0
9,8,Patrick TambayTAM,McLaren Ford,54,+87.060s,0
10,3,Didier PironiPIR,Tyrrell Ford,54,+89.980s,0
11,16,Hans-Joachim StuckSTU,Shadow Ford,53,+1 lap,0
12,12,Gilles VilleneuveVIL,Ferrari,53,+1 lap,0
13,9,Jochen MassMAS,ATS Ford,53,+1 lap,0
14,31,Rene ArnouxARN,Martini Ford,53,+1 lap,0
15,36,Rolf StommelenSTO,Arrows Ford,53,+1 lap,0
16,10,Keke RosbergROS,ATS Ford,52,+2 laps,0
17,19,Vittorio BrambillaBRA,Surtees Ford,52,+2 laps,0
18,11,Carlos ReutemannREU,Ferrari,49,+5 laps,0
NC,30,Brett LungerLUN,McLaren Ford,45,DNF,0
NC,14,Emerson FittipaldiFIT,Fittipaldi Ford,43,DNF,0
NC,18,Rupert KeeganKEE,Surtees Ford,40,DNF,0
NC,33,Bruno GiacomelliGIA,McLaren Ford,28,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,10,DNF,0
NC,1,Niki LaudaLAU,Brabham Alfa Romeo,10,DNF,0
NC,17,Clay RegazzoniREG,Shadow Ford,4,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,1,DNF,0
