Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Carlos ReutemannREU,Ferrari,80,1:52:01.301,9
2,5,Mario AndrettiAND,Lotus Ford,80,+11.061s,6
3,4,Patrick DepaillerDEP,Tyrrell Ford,80,+28.951s,4
4,6,Ronnie PetersonPET,Lotus Ford,80,+45.603s,3
5,26,Jacques LaffiteLAF,Ligier Matra,80,+82.884s,2
6,35,Riccardo PatresePAT,Arrows Ford,79,+1 lap,1
7,27,Alan  JonesJON,Williams Ford,79,+1 lap,0
8,14,Emerson FittipaldiFIT,Fittipaldi Ford,79,+1 lap,0
9,36,Rolf StommelenSTO,Arrows Ford,79,+1 lap,0
10,17,Clay RegazzoniREG,Shadow Ford,79,+1 lap,0
11,10,Jean-Pierre JarierJAR,ATS Ford,75,+5 laps,0
12,8,Patrick TambayTAM,McLaren Ford,74,DNF,0
NC,20,Jody ScheckterSCH,Wolf Ford,59,DNF,0
NC,19,Vittorio BrambillaBRA,Surtees Ford,50,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,43,DNF,0
NC,12,Gilles VilleneuveVIL,Ferrari,38,DNF,0
NC,1,Niki LaudaLAU,Brabham Alfa Romeo,27,DNF,0
NC,3,Didier PironiPIR,Tyrrell Ford,25,DNF,0
NC,37,Arturo MerzarioMER,Merzario Ford,17,DNF,0
NC,9,Jochen MassMAS,ATS Ford,11,DNF,0
NC,2,John WatsonWAT,Brabham Alfa Romeo,9,DNF,0
NC,7,James HuntHUN,McLaren Ford,5,DNF,0
