Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,52,1:37:04.470,9
2,1,Niki LaudaLAU,Brabham Alfa Romeo,52,+13.210s,6
3,4,Patrick DepaillerDEP,Tyrrell Ford,52,+13.640s,4
4,7,James HuntHUN,McLaren Ford,52,+16.050s,3
5,6,Ronnie PetersonPET,Lotus Ford,52,+74.850s,2
6,8,Patrick TambayTAM,McLaren Ford,52,+79.900s,1
7,11,Carlos ReutemannREU,Ferrari,52,+82.600s,0
8,12,Gilles VilleneuveVIL,Ferrari,52,+98.880s,0
9,14,Emerson FittipaldiFIT,Fittipaldi Ford,52,+100.600s,0
10,20,Jody ScheckterSCH,Wolf Ford,52,+103.500s,0
11,9,Jochen MassMAS,ATS Ford,52,+109.070s,0
12,10,Jean-Pierre JarierJAR,ATS Ford,51,+1 lap,0
13,30,Brett LungerLUN,McLaren Ford,51,+1 lap,0
14,3,Didier PironiPIR,Tyrrell Ford,51,+1 lap,0
15,17,Clay RegazzoniREG,Shadow Ford,51,+1 lap,0
16,26,Jacques LaffiteLAF,Ligier Matra,50,DNF,0
17,16,Hans-Joachim StuckSTU,Shadow Ford,50,+2 laps,0
18,19,Vittorio BrambillaBRA,Surtees Ford,50,+2 laps,0
NC,2,John WatsonWAT,Brabham Alfa Romeo,41,DNF,0
NC,27,Alan  JonesJON,Williams Ford,36,DNF,0
NC,22,Danny OngaisONG,Ensign Ford,35,DNF,0
NC,23,Lamberto LeoniLEO,Ensign Ford,28,DNF,0
NC,37,Arturo MerzarioMER,Merzario Ford,9,DNF,0
NC,18,Rupert KeeganKEE,Surtees Ford,4,DNF,0
