Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Mario AndrettiAND,Lotus Ford,75,1:41:04.230,9
2,6,Ronnie PetersonPET,Lotus Ford,75,+0.320s,6
3,1,Niki LaudaLAU,Brabham Alfa Romeo,75,+12.210s,4
4,2,John WatsonWAT,Brabham Alfa Romeo,75,+20.920s,3
5,14,Emerson FittipaldiFIT,Fittipaldi Ford,75,+21.500s,2
6,12,Gilles VilleneuveVIL,Ferrari,75,+45.950s,1
7,11,Carlos ReutemannREU,Ferrari,75,+60.500s,0
8,26,Jacques LaffiteLAF,Ligier Matra,74,+1 lap,0
9,8,Patrick TambayTAM,McLaren Ford,74,+1 lap,0
10,7,James HuntHUN,McLaren Ford,74,+1 lap,0
11,25,Hector RebaqueREB,Lotus Ford,74,+1 lap,0
12,20,Jody ScheckterSCH,Wolf Ford,73,+2 laps,0
NC,33,Bruno GiacomelliGIA,McLaren Ford,60,DNF,0
NC,16,Hans-Joachim StuckSTU,Shadow Ford,56,DNF,0
NC,31,Rene ArnouxARN,Martini Ford,40,DNF,0
NC,37,Arturo MerzarioMER,Merzario Ford,40,DNF,0
DQ,19,Vittorio BrambillaBRA,Surtees Ford,37,DSQ,0
NC,15,Jean-Pierre JabouilleJAB,Renault,35,DNF,0
NC,30,Brett LungerLUN,McLaren Ford,35,DNF,0
NC,32,Keke RosbergROS,Wolf Ford,21,DNF,0
NC,27,Alan  JonesJON,Williams Ford,17,DNF,0
NC,29,Nelson PiquetPIQ,McLaren Ford,16,DNF,0
NC,4,Patrick DepaillerDEP,Tyrrell Ford,13,DNF,0
NC,22,Derek DalyDAL,Ensign Ford,10,DNF,0
NC,35,Riccardo PatresePAT,Arrows Ford,0,DNF,0
NC,3,Didier PironiPIR,Tyrrell Ford,0,DNF,0
