Pos,No,Driver,Car,Time,Gap,Laps
1,4,Ralf SchumacherRSC,Williams BMW,1:21.939,,18
2,1,Michael SchumacherMSC,Ferrari,1:22.313,+0.374s,16
3,2,Rubens BarrichelloBAR,Ferrari,1:22.467,+0.528s,12
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:22.494,+0.555s,13
5,14,Mark WebberWEB,Jaguar Cosworth,1:22.848,+0.909s,23
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:22.876,+0.937s,14
7,8,Fernando AlonsoALO,Renault,1:22.902,+0.963s,18
8,7,Jarno TrulliTRU,Renault,1:23.074,+1.135s,13
9,5,David CoulthardCOU,McLaren Mercedes,1:23.293,+1.354s,13
10,20,Olivier PanisPAN,Toyota,1:23.789,+1.850s,17
11,17,Jenson ButtonBUT,BAR Honda,1:23.805,+1.866s,22
12,9,Nick HeidfeldHEI,Sauber Petronas,1:23.838,+1.899s,22
13,15,Justin WilsonWIL,Jaguar Cosworth,1:23.853,+1.914s,22
14,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:24.006,+2.067s,19
15,16,Jacques VilleneuveVIL,BAR Honda,1:24.154,+2.215s,25
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:24.343,+2.404s,14
17,21,Cristiano da MattaDAM,Toyota,1:24.401,+2.462s,13
18,19,Jos VerstappenVER,Minardi Cosworth,1:26.498,+4.559s,15
19,18,Nicolas KiesaKIE,Minardi Cosworth,1:27.295,+5.356s,13
