Pos,No,Driver,Car,Time,Gap,Laps
1,4,Ralf SchumacherRSC,Williams BMW,1:31.149,,10
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:31.422,+0.273s,15
3,1,Michael SchumacherMSC,Ferrari,1:31.705,+0.556s,12
4,7,Jarno TrulliTRU,Renault,1:32.343,+1.194s,19
5,2,Rubens BarrichelloBAR,Ferrari,1:32.796,+1.647s,11
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:32.930,+1.781s,7
7,20,Olivier PanisPAN,Toyota,1:33.082,+1.933s,16
8,8,Fernando AlonsoALO,Renault,1:33.107,+1.958s,15
9,21,Cristiano da MattaDAM,Toyota,1:33.133,+1.984s,17
10,17,Jenson ButtonBUT,BAR Honda,1:33.411,+2.262s,22
11,16,Takuma SatoSAT,BAR Honda,1:33.662,+2.513s,10
12,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:33.694,+2.545s,16
13,14,Mark WebberWEB,Jaguar Cosworth,1:33.807,+2.658s,15
14,15,Justin WilsonWIL,Jaguar Cosworth,1:33.952,+2.803s,18
15,9,Nick HeidfeldHEI,Sauber Petronas,1:34.558,+3.409s,19
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:35.476,+4.327s,15
17,12,Ralph FirmanFIR,Jordan Ford,1:35.620,+4.471s,15
18,19,Jos VerstappenVER,Minardi Cosworth,1:37.379,+6.230s,6
19,18,Nicolas KiesaKIE,Minardi Cosworth,1:37.884,+6.735s,18
