Pos,No,Driver,Car,Time,Gap,Laps
1,4,Ralf SchumacherRSC,Williams BMW,1:31.305,,11
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:31.366,+0.061s,15
3,20,Olivier PanisPAN,Toyota,1:31.490,+0.185s,18
4,5,David CoulthardCOU,McLaren Mercedes,1:31.608,+0.303s,16
5,6,Kimi RäikkönenRAI,McLaren Mercedes,1:32.021,+0.716s,13
6,21,Cristiano da MattaDAM,Toyota,1:32.057,+0.752s,22
7,7,Jarno TrulliTRU,Renault,1:32.356,+1.051s,20
8,8,Fernando AlonsoALO,Renault,1:32.391,+1.086s,18
9,1,Michael SchumacherMSC,Ferrari,1:32.652,+1.347s,21
10,2,Rubens BarrichelloBAR,Ferrari,1:33.010,+1.705s,16
11,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:33.076,+1.771s,18
12,11,Giancarlo FisichellaFIS,Jordan Ford,1:33.214,+1.909s,20
13,17,Jenson ButtonBUT,BAR Honda,1:33.474,+2.169s,12
14,14,Mark WebberWEB,Jaguar Cosworth,1:33.635,+2.330s,18
15,9,Nick HeidfeldHEI,Sauber Petronas,1:33.698,+2.393s,22
16,16,Jacques VilleneuveVIL,BAR Honda,1:34.085,+2.780s,13
17,12,Ralph FirmanFIR,Jordan Ford,1:34.827,+3.522s,4
18,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:34.940,+3.635s,20
19,18,Justin WilsonWIL,Minardi Cosworth,1:36.026,+4.721s,10
20,19,Jos VerstappenVER,Minardi Cosworth,1:36.381,+5.076s,9
