Pos,No,Driver,Car,Time,Gap,Laps
1,3,Juan Pablo MontoyaMOY,Williams BMW,1:21.468,,11
2,1,Michael SchumacherMSC,Ferrari,1:21.586,+0.118s,15
3,4,Marc GeneGEN,Williams BMW,1:21.928,+0.460s,16
4,6,Kimi RäikkönenRAI,McLaren Mercedes,1:22.091,+0.623s,15
5,2,Rubens BarrichelloBAR,Ferrari,1:22.108,+0.640s,15
6,5,David CoulthardCOU,McLaren Mercedes,1:22.134,+0.666s,10
7,20,Olivier PanisPAN,Toyota,1:22.321,+0.853s,14
8,7,Jarno TrulliTRU,Renault,1:22.333,+0.865s,16
9,17,Jenson ButtonBUT,BAR Honda,1:22.378,+0.910s,21
10,8,Fernando AlonsoALO,Renault,1:22.399,+0.931s,16
11,16,Jacques VilleneuveVIL,BAR Honda,1:22.906,+1.438s,18
12,21,Cristiano da MattaDAM,Toyota,1:23.195,+1.727s,20
13,14,Mark WebberWEB,Jaguar Cosworth,1:23.294,+1.826s,22
14,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:23.461,+1.993s,20
15,9,Nick HeidfeldHEI,Sauber Petronas,1:23.846,+2.378s,17
16,15,Justin WilsonWIL,Jaguar Cosworth,1:24.049,+2.581s,24
17,11,Giancarlo FisichellaFIS,Jordan Ford,1:24.627,+3.159s,18
18,19,Jos VerstappenVER,Minardi Cosworth,1:24.837,+3.369s,17
19,12,Zsolt BaumgartnerBAU,Jordan Ford,1:25.916,+4.448s,17
20,18,Nicolas KiesaKIE,Minardi Cosworth,1:26.160,+4.692s,11
