Pos,No,Driver,Car,Laps,Time/retired,Pts
1,15,Sebastian VettelVET,RBR Renault,56,1:57:43.485,10
2,14,Mark WebberWEB,RBR Renault,56,+10.970s,8
3,22,Jenson ButtonBUT,Brawn Mercedes,56,+44.975s,6
4,23,Rubens BarrichelloBAR,Brawn Mercedes,56,+63.704s,5
5,2,Heikki KovalainenKOV,McLaren Mercedes,56,+65.102s,4
6,1,Lewis HamiltonHAM,McLaren Mercedes,56,+71.866s,3
7,10,Timo GlockGLO,Toyota,56,+74.476s,2
8,12,Sebastien BuemiBUE,STR Ferrari,56,+76.439s,1
9,7,Fernando AlonsoALO,Renault,56,+84.309s,0
10,4,Kimi RäikkönenRAI,Ferrari,56,+91.750s,0
11,11,Sebastien BourdaisBOU,STR Ferrari,56,+94.156s,0
12,6,Nick HeidfeldHEI,Sauber BMW,56,+95.834s,0
13,5,Robert KubicaKUB,Sauber BMW,56,+106.853s,0
14,21,Giancarlo FisichellaFIS,Force India Mercedes,55,+1 lap,0
15,16,Nico RosbergROS,Williams Toyota,55,+1 lap,0
16,8,Nelson PiquetPIQ,Renault,54,+2 laps,0
17,20,Adrian SutilSUT,Force India Mercedes,50,DNF,0
NC,17,Kazuki NakajimaNAK,Williams Toyota,43,DNF,0
NC,3,Felipe MassaMAS,Ferrari,20,DNF,0
NC,9,Jarno TrulliTRU,Toyota,18,DNF,0
