Pos,No,Driver,Car,Laps,Time/retired,Pts
1,14,Mark WebberWEB,RBR Renault,60,1:36:43.310,10
2,15,Sebastian VettelVET,RBR Renault,60,+9.252s,8
3,3,Felipe MassaMAS,Ferrari,60,+15.906s,6
4,16,Nico RosbergROS,Williams Toyota,60,+21.099s,5
5,22,Jenson ButtonBUT,Brawn Mercedes,60,+23.609s,4
6,23,Rubens BarrichelloBAR,Brawn Mercedes,60,+24.468s,3
7,7,Fernando AlonsoALO,Renault,60,+24.888s,2
8,2,Heikki KovalainenKOV,McLaren Mercedes,60,+58.692s,1
9,10,Timo GlockGLO,Toyota,60,+61.457s,0
10,6,Nick HeidfeldHEI,Sauber BMW,60,+61.925s,0
11,21,Giancarlo FisichellaFIS,Force India Mercedes,60,+62.327s,0
12,17,Kazuki NakajimaNAK,Williams Toyota,60,+62.876s,0
13,8,Nelson PiquetPIQ,Renault,60,+68.328s,0
14,5,Robert KubicaKUB,Sauber BMW,60,+69.555s,0
15,20,Adrian SutilSUT,Force India Mercedes,60,+71.941s,0
16,12,Sebastien BuemiBUE,STR Ferrari,60,+90.225s,0
17,9,Jarno TrulliTRU,Toyota,60,+90.970s,0
18,1,Lewis HamiltonHAM,McLaren Mercedes,59,+1 lap,0
NC,4,Kimi RäikkönenRAI,Ferrari,34,DNF,0
NC,11,Sebastien BourdaisBOU,STR Ferrari,18,DNF,0
