Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Jenson ButtonBUT,Brawn Mercedes,57,1:31:48.182,10
2,15,Sebastian VettelVET,RBR Renault,57,+7.187s,8
3,9,Jarno TrulliTRU,Toyota,57,+9.170s,6
4,1,Lewis HamiltonHAM,McLaren Mercedes,57,+22.096s,5
5,23,Rubens BarrichelloBAR,Brawn Mercedes,57,+37.779s,4
6,4,Kimi RäikkönenRAI,Ferrari,57,+42.057s,3
7,10,Timo GlockGLO,Toyota,57,+42.880s,2
8,7,Fernando AlonsoALO,Renault,57,+52.775s,1
9,16,Nico RosbergROS,Williams Toyota,57,+58.198s,0
10,8,Nelson PiquetPIQ,Renault,57,+65.149s,0
11,14,Mark WebberWEB,RBR Renault,57,+67.641s,0
12,2,Heikki KovalainenKOV,McLaren Mercedes,57,+77.824s,0
13,11,Sebastien BourdaisBOU,STR Ferrari,57,+78.805s,0
14,3,Felipe MassaMAS,Ferrari,56,+1 lap,0
15,21,Giancarlo FisichellaFIS,Force India Mercedes,56,+1 lap,0
16,20,Adrian SutilSUT,Force India Mercedes,56,+1 lap,0
17,12,Sebastien BuemiBUE,STR Ferrari,56,+1 lap,0
18,5,Robert KubicaKUB,Sauber BMW,56,+1 lap,0
19,6,Nick HeidfeldHEI,Sauber BMW,56,+1 lap,0
NC,17,Kazuki NakajimaNAK,Williams Toyota,48,DNF,0
